accepted,atr_value,basin_high_index,basin_low_index,basin_width_ticks,code_sha,contract,distance_to_tpo_POC_atr,distance_to_tpo_VAH_atr,distance_to_tpo_VAL_atr,distance_to_volume_POC_atr,distance_to_volume_VAH_atr,distance_to_volume_VAL_atr,family,freeze_time,high_index,inside_tpo_value_area,inside_volume_value_area,left_valley_activity,low_index,maximum_width_ticks,minimum_width_ticks,overlaps_tpo_POC,overlaps_tpo_VAH,overlaps_tpo_VAL,overlaps_volume_POC,overlaps_volume_VAH,overlaps_volume_VAL,peak_activity_percentile,peak_price,peak_smoothed_activity,peak_to_valley_ratio,physical_zone_id,profile_id,reference_valley_activity,rejection_reason,right_valley_activity,session_date,smoothing_half_width_ticks,source_date,value_area_location,width_atr,width_points,width_ticks,year,zone_activity_density,zone_class,zone_high,zone_id,zone_low,zone_tpo,zone_tpo_density,zone_volume,zone_volume_density
false,1.85245086428801741395621303,28739,28725,15,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQM9,0.1349563461139826606463074825,7.355120863212055005223757795,24.62953316580183556795111555,0,7.355120863212055005223757795,25.97909662694166217441419038,prior_rth,2019-03-11T16:00:00-04:00,28736,true,true,,28725,7,4,true,false,false,true,false,false,99.7995991983967935871743487,7183.125,4.019555623011256428287797249,,9fff80a754d07a8302a9,02d6c21c7b93b5712a96,,WIDTH_EXCEEDS_MAXIMUM,,2019-03-12,2,2019-03-11,INSIDE_VALUE,1.61947615336779192775568979,3,12,2019,3.545981850121783640577247814420037288654,POC_BROAD_DISTRIBUTION,7184.25,02d6c21c7b93b5712a96-Z0028725,7181.25,399,3.809816303099885189437428244,19705.99710888526678000362211,3.300418256691848891867715806
false,3.121037176177492139973317401,30465,30445,21,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQM9,1.28162523360231887050233637,3.324215449656014570365434961,10.373154234468768358128285,0,3.324215449656014570365434961,11.33437315967050751100503728,prior_rth,2019-05-16T16:00:00-04:00,30465,true,true,,30450,12,4,false,false,false,true,false,false,99.80657640232108317214700193,7614.375,3.917220486544556301642095413,1.182625700219941451184447862,25f76d1584327327ca5d,030771c5b9bcf1d3ee6b,3.312307931255039095186334737,WIDTH_EXCEEDS_MAXIMUM,3.312307931255039095186334737,2019-05-17,2,2019-05-16,INSIDE_VALUE,1.28162523360231887050233637,4,16,2019,3.436466777801962743592969373486204462952,POC_BROAD_DISTRIBUTION,7616.5,030771c5b9bcf1d3ee6b-Z0030450,7612.5,729,3.620072614107883817427385894,37897.74520649830838976254284,3.262173214126767425028176841
false,1.752142266516691054551520773,26284,26272,13,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQH9,0.2853649555489659537642572523,3.353038227700349956730022715,8.204242472032771170722396004,0,3.923768138798281864258537219,11.05789202752243070836496853,prior_rth,2019-01-14T16:00:00-05:00,26284,true,true,2.674392315456083743735511687,26272,7,4,true,false,false,true,false,false,98.7012987012987012987012987,6569.375,2.87221200263559215792819543,1.073968088390118175882792801,01c89339d2aec35f8233,0327f9c6289d20a35520,2.674392315456083743735511687,WIDTH_EXCEEDS_MAXIMUM,,2019-01-15,2,2019-01-14,INSIDE_VALUE,1.85487221106827869946767214,3.25,13,2019,2.629014921467985173915589393575559960072,POC_BROAD_DISTRIBUTION,6571.25,0327f9c6289d20a35520-Z0026272,6568,958,2.901964384064622728107214981,36523.3986788753989494644439,2.381738209901959234562294307
false,2.996651835793818739408305743,30313,30300,14,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,0.3337057672350842547980432699,8.384357401781491901800837155,11.4711357487060212586827374,0,12.30540016679373189567784558,11.38770930689725019498322658,prior_rth,2019-08-27T16:00:00-04:00,30313,true,true,2.93068522906699531101515731,30300,11,4,false,false,false,true,false,false,99.32735426008968609865470852,7575.625,3.005774667329797665970838809,1.025621802545716455830733733,315f1806625b8f93218f,038916c838e3f81240a8,2.93068522906699531101515731,WIDTH_EXCEEDS_MAXIMUM,,2019-08-28,2,2019-08-27,INSIDE_VALUE,1.167970185322794891793151445,3.5,14,2019,2.836247941139160084793379047728898998234,POC_BROAD_DISTRIBUTION,7578.5,038916c838e3f81240a8-Z0030300,7575,737,2.954412266983048410001977386,31283.83806280206462835408634,2.722809701785698834784823342
false,0.7694032914248719338964023217,28623,28617,7,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQH9,0,3.411734820030097361608657848,13.15954859154466125191910884,0,3.736661945747249491285672881,10.88505871152459634418000361,midnight,2019-03-01T09:30:00-05:00,28623,true,true,,28617,3,4,true,false,false,true,false,false,97.02970297029702970297029703,7155.125,2.717005821801165696669594722,,38ee7f0af181fc1dccd6,03c21eab4c532627bdcf,,WIDTH_EXCEEDS_MAXIMUM,,2019-03-01,2,2019-03-01,INSIDE_VALUE,2.274489880020064907739105232,1.75,7,2019,2.602366704675752364114212964401695302471,POC_BROAD_DISTRIBUTION,7156,03c21eab4c532627bdcf-Z0028617,7154.25,474,2.447796298189998977400552204,8391.229861641626347508700449,2.766697731593376558704843993
false,1.206125708305420314238138685,31234,31226,9,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,0,10.46739980174856157140605758,7.772821634961803147083706122,0,10.46739980174856157140605758,9.431023583753654485128230095,midnight,2019-09-10T09:30:00-04:00,31234,true,true,,31226,4,4,true,false,false,true,false,false,99.46808510638297872340425532,7807.625,2.262995309498348392713128582,,bbe4df33bf128aae96e2,03f2603e5e9a30fb6eb2,,WIDTH_EXCEEDS_MAXIMUM,,2019-09-10,2,2019-09-10,INSIDE_VALUE,1.865477192390832755300089469,2.25,9,2019,2.145079467810964046716039123901766412331,POC_BROAD_DISTRIBUTION,7808.75,03f2603e5e9a30fb6eb2-Z0031226,7806.5,554,2.222905194860630895974730013,7227.473010383149702035150952,2.069978483051167544895543793
true,3.934959162911603444864572189,28181,28163,19,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQH9,0.1270661217307357879270108115,1.493026930336145508142377035,8.672262808122717526018487886,0,1.556559991201513402105882441,8.989928112449556995836014915,prior_rth,2019-02-14T16:00:00-05:00,28177,true,true,2.428865705543313178864121168,28163,15,4,true,false,false,true,false,false,98.4939759036144578313253012,7041.625,2.753397689527055904782297561,1.133614626466615674195892726,396756399496987fd45a,042251ba58af8a687149,2.428865705543313178864121168,,,2019-02-15,2,2019-02-14,INSIDE_VALUE,0.9529959129805184094525810864,3.75,15,2019,2.611665037328480999840771077970733954948,POC_HVN_ZONE,7044.5,042251ba58af8a687149-Z0028163,7040.75,835,2.934010689527438217706514261,39653.37915311257969924641781,2.324733952589162677627293526
false,1.897772370222002373931399301,28533,28522,12,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQH9,0,2.305334437706146118105528115,11.39493879209037938377875326,0,2.305334437706146118105528115,12.84400615293424265801651378,opening_hour_rth,2019-02-26T10:30:00-05:00,28530,true,true,2.581190661165120480368854822,28522,7,4,true,false,false,true,false,false,99.45054945054945054945054945,7131.625,2.857875556992247763882838692,1.107192738603135511276274932,ba543a3c171c4d699410,044fc8d538e8d2cb0223,2.581190661165120480368854822,WIDTH_EXCEEDS_MAXIMUM,,2019-02-26,2,2019-02-26,INSIDE_VALUE,1.185600567963160860739985888,2.25,9,2019,2.66958718736785239402641677911531215053,POC_BROAD_DISTRIBUTION,7132.75,044fc8d538e8d2cb0223-Z0028522,7130.5,163,2.834240947740517817903888412,10586.21998427888880495394576,2.514498901951179031054024206
false,0.9450268268376381632807003,31513,31507,7,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQZ9,0,18.38572144892680332751779113,8.068554017154928078982627763,0,17.85663593960516869938778275,8.597639526476562707112636141,midnight,2019-10-15T09:30:00-04:00,31513,true,true,,31507,3,4,true,false,false,true,false,false,99.38271604938271604938271605,7877.625,2.848013294014719528999894169,,99115c7212ccfbf029dc,0470eeb58bcb2c7e309f,,WIDTH_EXCEEDS_MAXIMUM,,2019-10-15,2,2019-10-15,INSIDE_VALUE,1.851799282625721198455029323,1.75,7,2019,2.697891232827023420497177375269181076743,POC_BROAD_DISTRIBUTION,7878.5,0470eeb58bcb2c7e309f-Z0031507,7876.75,519,2.758012137116614728555027063,7709.97705384914363242536617,2.639080882281541821074992699
false,1.269506439530000135053863418,28399,28389,11,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQH9,27.37284264021947958302204762,38.89306778016796559458168636,14.47412902198655934785698201,0,45.5885832461209318235223311,16.44339827667860823872187752,prior_rth,2019-03-04T16:00:00-05:00,28399,true,true,,28389,5,4,false,false,false,true,false,false,99.45255474452554744525547445,7098.625,2.158839018736966804604006093,,72c0b1778e98328c56e0,04e69c645caeedcacc6f,,WIDTH_EXCEEDS_MAXIMUM,,2019-03-05,2,2019-03-04,INSIDE_VALUE,2.166196180161253779951385063,2.75,11,2019,2.036701005106089590757399144552955832118,POC_BROAD_DISTRIBUTION,7100,04e69c645caeedcacc6f-Z0028389,7097.25,298,2.035625693379704074891240667,19698.68342030981030090497912,2.037776884861908348069409508
false,0.8415059640723368705208751262,31082,31076,7,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,10.69511136492236330007670743,21.24167951644302710987457171,3.119407481435689295855706335,0,20.05333380922943118764382644,3.416493908239088276413392653,midnight,2019-07-02T09:30:00-04:00,31082,true,true,,31076,3,4,false,false,false,true,false,false,97.24137931034482758620689655,7769.875,1.738010463537646113118068947,,d0fa36c1b61e1fba625c,065916afcc9d0db18f2b,,WIDTH_EXCEEDS_MAXIMUM,,2019-07-02,2,2019-07-02,INSIDE_VALUE,2.079604987623792863903804223,1.75,7,2019,1.635370010715114625814228875968936036679,POC_BROAD_DISTRIBUTION,7770.75,065916afcc9d0db18f2b-Z0031076,7769,251,1.628848907984246330110991765,3126.210388222888222888222889,1.641917220705298436390873368
true,6.458783142561547790172841825,34058,34047,12,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQZ9,1.199916428363990051000865811,1.141855956023796984016952949,6.870489226922846259763021981,0,1.141855956023796984016952949,6.018935632600014610665633341,opening_hour_rth,2019-12-13T10:30:00-05:00,34058,true,true,1.908086214159268729817322121,34047,25,4,false,false,false,true,false,false,99.37304075235109717868338558,8512.625,2.04133303549359505604659558,1.069832704804188769237343437,1f1769f9a1b0d95a5f72,069a465479e66bbf20f7,1.908086214159268729817322121,,1.895125039742613973743434407,2019-12-13,2,2019-12-13,INSIDE_VALUE,0.4644837787215445358713028945,3,12,2019,1.963941023868016089437747982800603505282,POC_HVN_ZONE,8514.75,069a465479e66bbf20f7-Z0034047,8511.75,140,1.731007751937984496124031008,5883.503976203976203976203978,2.228218990304056978321851806
false,1.318712545567755426810607114,26717,26708,10,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQH9,4.929049944847157835138743181,1.042683642179206465125503365,26.25666989851274462179676656,0,10.33204699977577315442544244,11.27994121993868812272135459,midnight,2019-01-23T09:30:00-05:00,26715,true,true,,26708,5,4,false,false,false,true,false,false,89.82300884955752212389380531,6678.375,1.676528397928782481024579411,2.084890184686631832750124212,9aaa46b5ef7709be9ca6,06c13f25f54f4501e90f,0.8041327117575605427552620964,WIDTH_EXCEEDS_MAXIMUM,0.8041327117575605427552620964,2019-01-23,2,2019-01-23,INSIDE_VALUE,1.51663075226066394927345944,2,8,2019,1.517859926812105995367570371344757490816,POC_BROAD_DISTRIBUTION,6679,06c13f25f54f4501e90f-Z0026708,6677,168,1.063410262155500784225857047,4515.486172161172161172161171,2.16651920656860873236830709
false,2.956623581220614111975843799,31858,31844,15,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,0,3.086290746633641459694545831,1.902507994500189940907596745,0,3.255402568366991676664109986,2.240731637966890374846725055,prior_rth,2019-07-30T16:00:00-04:00,31858,true,true,,31846,11,4,true,false,false,true,false,false,99.61089494163424124513618677,7963.875,4.231764361639379188733548992,1.032323362172181786716533862,c225c4e6180950317d19,06e70b6f2a16b0882785,4.099262417867823920665207639,WIDTH_EXCEEDS_MAXIMUM,4.099262417867823920665207639,2019-07-31,2,2019-07-30,INSIDE_VALUE,1.099226841266776410302167008,3.25,13,2019,3.735270348241137645420877695762493806614,POC_BROAD_DISTRIBUTION,7964.75,06e70b6f2a16b0882785-Z0031846,7961.5,964,3.893266284277520232576412352,49765.86908787013870862642305,3.583686179081534479395206522
false,2.770890018380711791973842862,31553,31538,16,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQZ9,0,1.578915067353239285202638986,3.47361314817712642744580577,0,1.669138785487710101499932643,3.924731738849480508932274051,prior_rth,2019-09-17T16:00:00-04:00,31552,true,true,3.036790665097439792153120238,31538,11,4,true,false,false,true,false,false,99.54751131221719457013574661,7885.875,3.338140320803786172660713046,1.099232936655736573065734872,81a788551eabb304d913,06fc22a10dadfe91f9b3,3.036790665097439792153120238,WIDTH_EXCEEDS_MAXIMUM,2.329187086432931342749093764,2019-09-18,2,2019-09-17,INSIDE_VALUE,1.353355772017062244459404845,3.75,15,2019,2.998046325870188701094082290090621435055,POC_BROAD_DISTRIBUTION,7888.25,06fc22a10dadfe91f9b3-Z0031538,7884.5,946,3.124351789583800343719644325,35841.15158934112694807037125,2.876846903741617519008308867
false,1.833602497857541223427482544,31043,31029,15,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,16.36123425609054848448347952,0.7498899034041501388721594782,18.20187310990073518898787097,0,2.795044185415468699432594419,16.15671882788941662842743603,full_overnight,2019-08-22T09:30:00-04:00,31043,false,true,,31029,7,4,false,true,false,true,false,false,98.00664451827242524916943522,7759.125,2.389484532680253044884419116,1.18551791664931505016244341,0d8e1a12cff0f6f55613,0754eec74e603fc9404c,2.015561721271801078990457717,WIDTH_EXCEEDS_MAXIMUM,2.015561721271801078990457717,2019-08-22,2,2019-08-22,INSIDE_VALUE,2.045154282011318560560434941,3.75,15,2019,2.203243746847565856786867031942899956132,POC_BROAD_DISTRIBUTION,7761,0754eec74e603fc9404c-Z0031029,7757.25,833,2.112948215564825348670627397,15832.69769331276852911261116,2.297398001647320181001364736
false,2.252870042927713979436557538,30559,30541,19,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,0,15.03637553632600713276851226,6.824628010952394381293457595,0,17.25576675939995652505906758,5.603962838261722215533652172,full_overnight,2019-06-26T09:30:00-04:00,30555,true,true,,30546,9,4,true,false,false,true,false,false,99.69418960244648318042813456,7637.625,4.578142049838656336865904503,,55021a7aa6172c200484,0816a70bca8da5dd37cf,,WIDTH_EXCEEDS_MAXIMUM,,2019-06-26,2,2019-06-26,INSIDE_VALUE,1.109695611536974696145277658,2.5,10,2019,4.10418832794964707543340288477472113138,POC_BROAD_DISTRIBUTION,7639,0816a70bca8da5dd37cf-Z0030546,7636.5,1076,5.283856434900135155428743056,10171.42164705088214308836196,3.187891654288763452747804507
false,2.768336058063070861169004348,31413,31391,23,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQZ9,0,2.212520399089659378729743078,7.360016837788050586386696361,0,1.760985623765239097356326123,7.901858568177354924034796706,prior_rth,2019-09-23T16:00:00-04:00,31413,true,true,,31394,11,4,true,false,false,true,false,false,99.56896551724137931034482759,7850.625,2.651298499843903282416611537,,5251c4c267d2f5c8c18b,0886830907bd7f562b9e,,WIDTH_EXCEEDS_MAXIMUM,,2019-09-24,2,2019-09-23,INSIDE_VALUE,1.806139101297681125493667819,5,20,2019,2.307942036525283805132961196699189393633,POC_BROAD_DISTRIBUTION,7853.5,0886830907bd7f562b9e-Z0031394,7848.5,1202,2.716913484021823850350740452,39900.549074456450953960713,1.960532227207897387627791491
true,3.586157463981335707937220039,29767,29748,20,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQM9,0,4.984443705981403362353561796,10.7705811548828925801905636,0,4.775306207828337487010055706,11.88598114503257724868926274,prior_rth,2019-05-14T16:00:00-04:00,29767,true,true,1.629408855906354771205476806,29754,14,4,true,false,false,true,false,false,99.78021978021978021978021978,7440.375,3.490755428480014462530273153,1.257272370384741706609796156,e3740655c67db9fb393b,088dc15f93cd4106fdad,2.77645123738128268510451573,,2.77645123738128268510451573,2019-05-15,2,2019-05-14,INSIDE_VALUE,0.9759749913809740849363617502,3.5,14,2019,3.067718532290694304685898494855452770402,POC_HVN_ZONE,7442,088dc15f93cd4106fdad-Z0029754,7438.5,791,3.341674249317561419472247498,34245.78109580653177275918536,2.816222136338295174199464391
false,3.462403554460442696012119321,31046,31025,22,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,0,0.9025522157791854047048265627,3.357494242698569705501954813,0,0.9025522157791854047048265627,3.429698419960904537878340938,opening_hour_rth,2019-06-21T10:30:00-04:00,31044,true,true,1.231273115804632748731078923,31028,13,4,true,false,false,true,false,false,99.17355371900826446280991736,7758.375,1.936890011510146137635895589,1.573079105397664086158777636,90c7c426c86887967436,092399182ac8a87c17ab,1.231273115804632748731078923,WIDTH_EXCEEDS_MAXIMUM,,2019-06-21,2,2019-06-21,INSIDE_VALUE,1.227471013459692150398564125,4.25,17,2019,1.707856728752352421247403794490351708969,POC_BROAD_DISTRIBUTION,7761.25,092399182ac8a87c17ab-Z0031028,7757,329,1.783477442766901124501590431,17386.91514097596806454601664,1.635442386879633809194776089
false,2.317749064500408215410976157,30108,30094,15,72e6777d760308a8b761fa05fa8dc2be7bb649b0,NQU9,0,11.37957529741691097638375547,14.29188366737194980446301042,0,12.45820802702988832011681286,20.33222695320462292936813181,midnight,2019-08-15T09:30:00-04:00,30108,true,true,3.37375115668479734722896377,30094,9,4,true,false,false,true,false,false,99.72899728997289972899728997,7524.875,3.826922582731419143886441681,1.134322718244557440480954501,a0510cefb400141796d8,098f84fa38635711bb8e,3.37375115668479734722896377,WIDTH_EXCEEDS_MAXIMUM,,2019-08-15,2,2019-08-15,INSIDE_VALUE,1.617949094419466015599586086,3.75,15,2019,3.482498187883198474201199502283078912144,POC_BROAD_DISTRIBUTION,7527.25,098f84fa38635711bb8e-Z0030094,7523.5,1039,3.783214920071047957371225578,16020.60402041619953788033904,3.205684552645506008067808206
