bin_ratio,contiguous,contract,family,poc_inside,profile_id,relationship_id,session_date,tpo_POC,tpo_VAH,tpo_VAL,tpo_value_area_bin_count,tpo_value_area_tpo_share,year
0.2,true,NQZ9,full_overnight,true,038f64041f2381557b8b,R03,2019-10-02,7709.25,7730,7653,154,0.7030356357237131544214694237,2019
0.2,true,NQZ9,full_overnight,true,03b8d50d256103496202,R03,2019-09-19,7894.75,7907.5,7870,75,0.7009605662285136501516683519,2019
0.2,true,NQH9,prior_rth,true,03efdb92cce722c24faa,R01,2019-02-01,6906.25,6927,6893,68,0.7024917442209546682677874512,2019
0.2,true,NQH9,prior_rth,true,03efdb92cce722c24faa,R02,2019-02-01,6906.25,6927,6893,68,0.7024917442209546682677874512,2019
0.05,true,NQZ9,full_overnight,true,03feb31d1ce4906d8b9e,R03,2019-10-07,7728.125,7742,7724.5,70,0.7070009860543738554726017749,2019
0.1,true,NQH0,midnight,true,042b57b2b5ce58c50227,R04,2019-12-30,8789.125,8800.5,8781.75,75,0.700505475989890480202190396,2019
0.1,true,NQM9,midnight,true,04338a38700594b8553f,R04,2019-05-15,7411.875,7436.5,7365.5,284,0.7008969430715723961193483434,2019
0.05,true,NQM9,prior_rth,true,043db3ef895dc1a07fc0,R01,2019-05-23,7441.875,7451,7431.25,79,0.7035692679975801572897761645,2019
0.05,true,NQM9,prior_rth,true,043db3ef895dc1a07fc0,R02,2019-05-23,7441.875,7451,7431.25,79,0.7035692679975801572897761645,2019
0.1,true,NQM9,midnight,true,043efba4e0c28f82283c,R04,2019-04-04,7568.625,7574,7566,32,0.7105263157894736842105263158,2019
0.1,true,NQU9,prior_rth,true,0440299b4c21c3115565,R01,2019-07-22,7920.375,7961.25,7892.25,276,0.7005694400506168933881683012,2019
0.1,true,NQU9,prior_rth,true,0440299b4c21c3115565,R02,2019-07-22,7920.375,7961.25,7892.25,276,0.7005694400506168933881683012,2019
0.1,true,NQH9,opening_hour_rth,true,0444b8a3de7234d2bee8,R05,2019-03-06,7157.375,7161.75,7146.5,61,0.7062146892655367231638418079,2019
0.05,true,NQH9,prior_rth,true,045b1bf8971aa9bdf505,R01,2019-02-12,6927.875,6939,6914,100,0.7009501583597266211035172529,2019
0.05,true,NQH9,prior_rth,true,045b1bf8971aa9bdf505,R02,2019-02-12,6927.875,6939,6914,100,0.7009501583597266211035172529,2019
0.2,true,NQZ9,prior_rth,true,0461afddad8067d87928,R01,2019-09-23,7846.125,7899,7810.5,118,0.7064409578860445912469033856,2019
0.2,true,NQZ9,prior_rth,true,0461afddad8067d87928,R02,2019-09-23,7846.125,7899,7810.5,118,0.7064409578860445912469033856,2019
0.05,true,NQH9,midnight,true,0465e628b3aaa68d1ad9,R04,2019-02-12,6967.375,6974,6961.25,51,0.7062342569269521410579345088,2019
0.1,true,NQM9,opening_hour_rth,true,046b29c18c22be6779e3,R05,2019-04-02,7502.875,7507.25,7495,49,0.7059415911379657603222557905,2019
0.2,true,NQZ9,prior_rth,true,04865b258e647447838a,R01,2019-10-02,7722.25,7760.5,7693.5,134,0.700047687172150691463996185,2019
0.2,true,NQZ9,prior_rth,true,04865b258e647447838a,R02,2019-10-02,7722.25,7760.5,7693.5,134,0.700047687172150691463996185,2019
0.2,true,NQH9,prior_rth,true,04bdfa3b59b637306de4,R01,2019-02-21,7065.625,7086.75,7044.75,168,0.7012589928057553956834532374,2019
0.2,true,NQH9,prior_rth,true,04bdfa3b59b637306de4,R02,2019-02-21,7065.625,7086.75,7044.75,168,0.7012589928057553956834532374,2019
0.05,true,NQM9,midnight,true,04cbd1e38de0aa2aa744,R04,2019-04-11,7640.625,7647.5,7636.25,45,0.7039170506912442396313364055,2019
0.1,true,NQM9,prior_rth,true,04de1e3b8f46d6567145,R01,2019-06-17,7479.875,7486.5,7466.25,81,0.7017080113867425782838552257,2019
0.1,true,NQM9,prior_rth,true,04de1e3b8f46d6567145,R02,2019-06-17,7479.875,7486.5,7466.25,81,0.7017080113867425782838552257,2019
0.05,true,NQZ9,full_overnight,true,04f18b1a952e5fd726eb,R03,2019-09-26,7810.375,7831.25,7805.5,103,0.7064205955334987593052109181,2019
0.1,true,NQM9,midnight,true,051509658ab53e24126b,R04,2019-05-03,7775.625,7783.25,7759.75,94,0.7029194738530638434392043632,2019
0.05,true,NQM9,full_overnight,true,051c9cd2d907f39f3a34,R03,2019-04-30,7796.125,7802.5,7784.5,72,0.7029145236345824148910115111,2019
0.2,true,NQM9,prior_rth,true,051da0627cf43b3c5b9c,R01,2019-06-06,7213.125,7216.5,7187.25,39,0.7020679985979670522257273046,2019
0.2,true,NQM9,prior_rth,true,051da0627cf43b3c5b9c,R02,2019-06-06,7213.125,7216.5,7187.25,39,0.7020679985979670522257273046,2019
0.1,true,NQZ9,midnight,true,055dedfeb3c0c818532c,R04,2019-12-12,8415.375,8428.5,8401.75,107,0.7005031074282332050902633915,2019
0.1,true,NQH9,opening_hour_rth,true,05713eba6987ad57fa7b,R05,2019-01-16,6725.125,6732.25,6710,89,0.7028571428571428571428571429,2019
0.05,true,NQU9,full_overnight,true,0579ef503bd84658f7f5,R03,2019-06-27,7681.375,7695.25,7658,149,0.7002309468822170900692840647,2019
0.05,true,NQZ9,full_overnight,true,057c6d4bf33fa1fcc9e1,R03,2019-10-25,7934.125,7939.75,7927,51,0.7047640348915231491836278238,2019
0.2,true,NQM9,opening_hour_rth,true,058748e7acf0ed1b7e5f,R05,2019-03-26,7414.75,7429.5,7409.5,40,0.7020408163265306122448979592,2019
0.2,true,NQZ9,opening_hour_rth,true,058ae53784ce9ba8803f,R05,2019-09-16,7886.25,7892.5,7874.5,36,0.7133676092544987146529562982,2019
0.2,true,NQU9,full_overnight,true,05904b96ffaaac5ae39b,R03,2019-08-07,7493.25,7523,7446.5,153,0.7001647446457990115321252059,2019
0.2,true,NQM9,full_overnight,true,05f6f8eeda23110c88d4,R03,2019-05-08,7675.125,7690.5,7633.5,76,0.70687098368759268413247652,2019
0.1,true,NQH9,opening_hour_rth,true,062b060c3f69e5a91737,R05,2019-02-11,6937.125,6944.25,6927,69,0.700115340253748558246828143,2019
0.05,true,NQH9,opening_hour_rth,true,0633f8fbe556118e5f15,R05,2019-01-10,6554.625,6561.75,6539.5,89,0.7009569377990430622009569378,2019
0.1,true,NQZ9,opening_hour_rth,true,0646af964f2a8be773e7,R05,2019-11-15,8300.125,8304.5,8289,62,0.7024886877828054298642533937,2019
0.1,true,NQH9,full_overnight,true,0662bc9c9e90dc0fbc5a,R03,2019-02-08,6873.375,6887.5,6863,98,0.7005029721079103795153177869,2019
0.2,true,NQU9,prior_rth,true,067041948b9e1abf44c8,R01,2019-08-30,7716.25,7722,7701.5,41,0.7015072083879423328964613368,2019
0.2,true,NQU9,prior_rth,true,067041948b9e1abf44c8,R02,2019-08-30,7716.25,7722,7701.5,41,0.7015072083879423328964613368,2019
0.1,true,NQZ9,full_overnight,true,06988566e83b69384aa8,R03,2019-12-05,8292.625,8320,8288.5,126,0.7012014626501828312728539091,2019
0.1,true,NQZ9,full_overnight,true,0700656d6b25e755c073,R03,2019-09-19,7894.625,7907.5,7870,150,0.7016036655211912943871706758,2019
0.1,true,NQH9,full_overnight,true,071e85393faf32e31f3d,R03,2019-01-23,6672.125,6679.75,6651,115,0.704781997187060478199718706,2019
0.05,true,NQH9,full_overnight,true,07230e42dace37167022,R03,2019-02-07,6976.625,6994.25,6955.5,155,0.7018324141611812844689557018,2019
0.1,true,NQU9,prior_rth,true,07353da5bfa847aa5e31,R01,2019-08-19,7613.75,7625.5,7591,69,0.7007564296520423600605143722,2019
0.1,true,NQU9,prior_rth,true,07353da5bfa847aa5e31,R02,2019-08-19,7613.75,7625.5,7591,69,0.7007564296520423600605143722,2019
0.2,true,NQZ9,midnight,true,0764b5bcc218fc32db45,R04,2019-09-26,7830.875,7839.75,7802.75,148,0.7003780718336483931947069943,2019
0.2,true,NQU9,opening_hour_rth,true,07668f7f0d3bc59c4938,R05,2019-08-05,7496.625,7515.75,7488,37,0.7083825265643447461629279811,2019
0.2,true,NQZ9,opening_hour_rth,true,07684ad2ed1b6ad543ea,R05,2019-10-15,7895.75,7905.5,7874.5,62,0.7010526315789473684210526316,2019
0.05,true,NQU9,midnight,true,076b15efbb838ee82fe1,R04,2019-08-01,7869.875,7886,7861,100,0.700494517308105783702429585,2019
0.2,true,NQM9,full_overnight,true,078372cbd7cb8c6f890b,R03,2019-05-22,7443.875,7469.25,7433.25,144,0.7019967177242888402625820569,2019
0.1,true,NQU9,midnight,true,078a81d34df66617d350,R04,2019-06-27,7697.375,7703.75,7672.25,126,0.7040084388185654008438818565,2019
0.05,true,NQH9,midnight,true,079254cfeee26b708eca,R04,2019-01-08,6509.625,6541,6505,144,0.7003951211132107885243085381,2019
0.1,true,NQH9,prior_rth,true,07c007da4aec0d18d608,R01,2019-02-08,6888.625,6912.25,6861.5,203,0.7000888437618987181114354614,2019
0.1,true,NQH9,prior_rth,true,07c007da4aec0d18d608,R02,2019-02-08,6888.625,6912.25,6861.5,203,0.7000888437618987181114354614,2019
0.05,true,NQH9,midnight,true,07c96ffa331e94f35288,R04,2019-01-07,6425.625,6448.75,6412.25,146,0.7015270708005552984729291994,2019
0.05,true,NQH9,opening_hour_rth,true,07ceedc59a5b7345aa95,R05,2019-01-08,6547.375,6568.25,6508.75,238,0.7003725385843533794571580628,2019
0.05,true,NQH9,full_overnight,true,07da0723d643382408b7,R03,2019-01-25,6736.375,6755,6709.25,183,0.7013927576601671309192200557,2019
0.05,true,NQZ9,midnight,true,081ab55b817680ba6c38,R04,2019-09-25,7708.875,7731.25,7688.75,170,0.7033707865168539325842696629,2019
0.05,true,NQM9,prior_rth,true,0822807a469ab6288aed,R01,2019-03-29,7341.375,7351.25,7317,137,0.7006090894893018897391847571,2019
0.05,true,NQM9,prior_rth,true,0822807a469ab6288aed,R02,2019-03-29,7341.375,7351.25,7317,137,0.7006090894893018897391847571,2019
0.1,true,NQU9,prior_rth,true,082ff18297fa2dba054e,R01,2019-08-29,7588.75,7598.5,7561,75,0.7014884233737596471885336273,2019
0.1,true,NQU9,prior_rth,true,082ff18297fa2dba054e,R02,2019-08-29,7588.75,7598.5,7561,75,0.7014884233737596471885336273,2019
0.05,true,NQU9,opening_hour_rth,true,083eb82236507989083c,R05,2019-07-19,7949.875,7959.5,7939.75,79,0.7040731504571903574397339983,2019
0.1,true,NQM9,prior_rth,true,084ad169501128272003,R01,2019-04-15,7643.125,7650,7635.75,57,0.7005028284098051539912005028,2019
0.1,true,NQM9,prior_rth,true,084ad169501128272003,R02,2019-04-15,7643.125,7650,7635.75,57,0.7005028284098051539912005028,2019
0.1,true,NQH9,prior_rth,true,085211a2d63fb28808ad,R01,2019-03-07,7123.625,7133.75,7111.5,89,0.7013157894736842105263157895,2019
0.1,true,NQH9,prior_rth,true,085211a2d63fb28808ad,R02,2019-03-07,7123.625,7133.75,7111.5,89,0.7013157894736842105263157895,2019
0.2,true,NQU9,opening_hour_rth,true,08a63337693bf2ebbbef,R05,2019-09-05,7855.25,7865.5,7816,99,0.702346041055718475073313783,2019
0.1,true,NQZ9,opening_hour_rth,true,08ab6cf5660cd82f53ec,R05,2019-12-13,8506.875,8520,8467.5,70,0.7156084656084656084656084656,2019
0.05,true,NQM9,midnight,true,08b1e2d4522627a87409,R04,2019-04-22,7686.875,7696.5,7684.5,48,0.7000427899015832263585793753,2019
0.1,true,NQU9,opening_hour_rth,true,08d08ca6f64c567b3e9d,R05,2019-08-23,7667.25,7689.5,7657,65,0.7069243156199677938808373591,2019
0.2,true,NQZ9,full_overnight,true,08dc037d54e36661a0f8,R03,2019-10-04,7646.75,7657.5,7630.5,54,0.7037351443123938879456706282,2019
0.1,true,NQU9,full_overnight,true,08ec3c2b283ea40e2a97,R03,2019-08-09,7678.625,7700,7675.25,99,0.7001198322348711803475134811,2019
0.2,true,NQM9,midnight,true,08f0fb5fbd9f44d63ea3,R04,2019-04-11,7640.625,7647.5,7636.25,45,0.7039170506912442396313364055,2019
0.05,true,NQZ9,opening_hour_rth,true,08fc0a255bef21ef6773,R05,2019-10-29,8082.375,8096.25,8075.25,84,0.7006427915518824609733700643,2019
0.2,true,NQZ9,midnight,true,09066f1393416a514a81,R04,2019-10-04,7651.875,7662.75,7625,151,0.7005988023952095808383233533,2019
0.1,true,NQM9,full_overnight,true,0908bc9d51557b7e5beb,R03,2019-05-16,7495.125,7527.25,7481.5,183,0.7014404681521494485707855053,2019
0.1,true,NQM9,prior_rth,true,090b2dc2ef509d8b26c4,R01,2019-04-16,7624.625,7650.5,7616.5,136,0.7010836845273931366646598435,2019
0.1,true,NQM9,prior_rth,true,090b2dc2ef509d8b26c4,R02,2019-04-16,7624.625,7650.5,7616.5,136,0.7010836845273931366646598435,2019
0.2,true,NQH9,midnight,true,092e9a18c3bd0dc0b3ca,R04,2019-01-25,6736.375,6743.5,6725.75,71,0.7031725336810082572794437201,2019
0.05,true,NQZ9,full_overnight,true,09488104ce501c9b23a9,R03,2019-09-24,7876.125,7882.75,7867,63,0.7012433392539964476021314387,2019
0.05,true,NQU9,opening_hour_rth,true,095dd4dc84a29664f7ca,R05,2019-08-27,7627.625,7636.5,7624.5,48,0.7053291536050156739811912226,2019
0.2,true,NQZ9,prior_rth,true,097139e698ef4292cd3e,R01,2019-11-27,8393.375,8398.5,8383.5,60,0.7000917150718434729440538062,2019
0.2,true,NQZ9,prior_rth,true,097139e698ef4292cd3e,R02,2019-11-27,8393.375,8398.5,8383.5,60,0.7000917150718434729440538062,2019
0.2,true,NQZ9,opening_hour_rth,true,0978f286bb16c5be3715,R05,2019-10-09,7684.25,7688.5,7673.5,30,0.7155067155067155067155067155,2019
0.1,true,NQZ9,prior_rth,true,097e617200cc07f921e2,R01,2019-11-14,8277.125,8279.25,8256.75,90,0.7007391763463569165786694826,2019
0.1,true,NQZ9,prior_rth,true,097e617200cc07f921e2,R02,2019-11-14,8277.125,8279.25,8256.75,90,0.7007391763463569165786694826,2019
0.1,true,NQZ9,prior_rth,true,099cccebbddbef51152d,R01,2019-10-03,7563.875,7583.25,7539.75,174,0.7001009761023224503534163581,2019
0.1,true,NQZ9,prior_rth,true,099cccebbddbef51152d,R02,2019-10-03,7563.875,7583.25,7539.75,174,0.7001009761023224503534163581,2019
0.2,true,NQU9,prior_rth,true,09b55eb97da68b9d6857,R01,2019-09-11,7775.25,7787,7755,64,0.7031158142269253380364491476,2019
0.2,true,NQU9,prior_rth,true,09b55eb97da68b9d6857,R02,2019-09-11,7775.25,7787,7755,64,0.7031158142269253380364491476,2019
0.1,true,NQM9,prior_rth,true,09bd4f0b2ab0ed6b2d34,R01,2019-03-25,7396.625,7442.25,7364,313,0.7008943001831699170348022842,2019
0.1,true,NQM9,prior_rth,true,09bd4f0b2ab0ed6b2d34,R02,2019-03-25,7396.625,7442.25,7364,313,0.7008943001831699170348022842,2019
0.05,true,NQM9,midnight,true,09d0847a9ab25c469fa0,R04,2019-03-18,7353.125,7355,7346.75,33,0.7005962521294718909710391823,2019
0.1,true,NQZ9,prior_rth,true,09d3320deb2ecf905b4b,R01,2019-10-30,8066.875,8087.75,8059.5,113,0.7014772260976610586787033238,2019
0.1,true,NQZ9,prior_rth,true,09d3320deb2ecf905b4b,R02,2019-10-30,8066.875,8087.75,8059.5,113,0.7014772260976610586787033238,2019
0.2,true,NQZ9,midnight,true,09f6c8e967a160f53ff9,R04,2019-10-01,7792.125,7810.25,7788,89,0.707924183603562457182005024,2019
0.05,true,NQU9,midnight,true,0a04443fb8f6d415bb04,R04,2019-06-28,7698.125,7702.75,7688.75,56,0.7008354755784061696658097686,2019
0.1,true,NQH9,prior_rth,true,0a2fca64484d739709f2,R01,2019-01-14,6590.125,6603.25,6584.25,76,0.70533268889962945062026744,2019
0.1,true,NQH9,prior_rth,true,0a2fca64484d739709f2,R02,2019-01-14,6590.125,6603.25,6584.25,76,0.70533268889962945062026744,2019
0.2,true,NQZ9,prior_rth,true,0a410a86fec0a6e453fb,R01,2019-11-19,8320.75,8326.5,8285.5,82,0.7031686859273066169617893756,2019
0.2,true,NQZ9,prior_rth,true,0a410a86fec0a6e453fb,R02,2019-11-19,8320.75,8326.5,8285.5,82,0.7031686859273066169617893756,2019
0.05,true,NQZ9,prior_rth,true,0a45459c2deb6a72eb37,R01,2019-12-12,8377.875,8398.5,8372.25,105,0.7041989836854774003744316662,2019
0.05,true,NQZ9,prior_rth,true,0a45459c2deb6a72eb37,R02,2019-12-12,8377.875,8398.5,8372.25,105,0.7041989836854774003744316662,2019
0.1,true,NQU9,midnight,true,0a582a1c932f6a9a0673,R04,2019-09-12,7916.625,7935.5,7912.25,93,0.7019298245614035087719298246,2019
0.2,true,NQU9,midnight,true,0a62afc55b4e17424852,R04,2019-07-09,7762.25,7766.5,7746,41,0.7061524334251606978879706152,2019
0.1,true,NQU9,prior_rth,true,0a9cc7290767f07e2082,R01,2019-08-06,7496.75,7512.5,7415.5,194,0.7028332260141661300708306504,2019
0.1,true,NQU9,prior_rth,true,0a9cc7290767f07e2082,R02,2019-08-06,7496.75,7512.5,7415.5,194,0.7028332260141661300708306504,2019
0.2,true,NQZ9,prior_rth,true,0aaae07d62d68736ed32,R01,2019-10-22,7940.375,7942.5,7920.75,87,0.7010804321728691476590636255,2019
0.2,true,NQZ9,prior_rth,true,0aaae07d62d68736ed32,R02,2019-10-22,7940.375,7942.5,7920.75,87,0.7010804321728691476590636255,2019
0.1,true,NQZ9,midnight,true,0aacc0dc0267ac53b5ff,R04,2019-10-10,7694.625,7701.5,7684.25,69,0.7057464626046780248339589951,2019
0.05,true,NQM9,prior_rth,true,0acf041fdfc7628f9a32,R01,2019-04-17,7678.625,7685.5,7673.25,49,0.708223587942639742464149839,2019
0.05,true,NQM9,prior_rth,true,0acf041fdfc7628f9a32,R02,2019-04-17,7678.625,7685.5,7673.25,49,0.708223587942639742464149839,2019
0.05,true,NQM9,prior_rth,true,0ad57fe7f98cf937d8c0,R01,2019-05-06,7840.375,7860.75,7815,183,0.7002336944975568302528149564,2019
0.05,true,NQM9,prior_rth,true,0ad57fe7f98cf937d8c0,R02,2019-05-06,7840.375,7860.75,7815,183,0.7002336944975568302528149564,2019
0.05,true,NQM9,midnight,true,0ae69ad8bbe2d6c0aa7c,R04,2019-04-04,7568.625,7574,7566,32,0.7105263157894736842105263158,2019
0.2,true,NQM9,prior_rth,true,0afb7d534b438ac2c520,R01,2019-05-29,7340.75,7359,7322,74,0.7052720134604598990465507572,2019
0.2,true,NQM9,prior_rth,true,0afb7d534b438ac2c520,R02,2019-05-29,7340.75,7359,7322,74,0.7052720134604598990465507572,2019
0.05,true,NQZ9,opening_hour_rth,true,0b02418abb8ec6f1b171,R05,2019-10-30,8052.375,8055,8041.75,53,0.7,2019
0.05,true,NQM9,opening_hour_rth,true,0b1b28dd302f157cdc60,R05,2019-03-20,7374.375,7379.5,7368.25,45,0.7010391686650679456434852118,2019
0.2,true,NQU9,midnight,true,0b2a7739e0888666cc70,R04,2019-07-15,7964.125,7977,7959.25,71,0.7055261165783497350492051476,2019
0.05,true,NQU9,prior_rth,true,0b5025b1c2a3c7c6f45d,R01,2019-07-01,7676.375,7688,7669.25,75,0.7021819870009285051067780873,2019
0.05,true,NQU9,prior_rth,true,0b5025b1c2a3c7c6f45d,R02,2019-07-01,7676.375,7688,7669.25,75,0.7021819870009285051067780873,2019
0.05,true,NQU9,opening_hour_rth,true,0b5a1d0f834fa9cf52da,R05,2019-06-24,7768.125,7773.25,7761,49,0.7057313943541488451668092387,2019
0.05,true,NQM9,prior_rth,true,0b8a860e7fe5e4adf6d5,R01,2019-04-23,7718.625,7732.75,7704.25,114,0.7030321975617380431384807752,2019
0.05,true,NQM9,prior_rth,true,0b8a860e7fe5e4adf6d5,R02,2019-04-23,7718.625,7732.75,7704.25,114,0.7030321975617380431384807752,2019
0.1,true,NQM9,midnight,true,0b8d558af57fa9de1272,R04,2019-04-22,7686.875,7696.5,7684.5,48,0.7000427899015832263585793753,2019
0.1,true,NQH0,midnight,true,0b9bfa8ccccc172dc06b,R04,2019-12-16,8551.625,8558.75,8543.25,62,0.7008352315869400151860288535,2019
0.05,true,NQM9,opening_hour_rth,true,0bae6ac431a949a1da04,R05,2019-05-08,7646.875,7654,7633.25,83,0.7024249897246198109330045212,2019
0.05,true,NQM9,opening_hour_rth,true,0bb0b5de6b994d35dbde,R05,2019-04-24,7832.875,7836.75,7821.25,62,0.7019417475728155339805825243,2019
0.2,true,NQH9,full_overnight,true,0bcb36046200a446ff41,R03,2019-02-07,6976.625,6994.25,6955.5,155,0.7018324141611812844689557018,2019
0.05,true,NQZ9,midnight,true,0be2945538f7e7b4b9e2,R04,2019-09-23,7838.125,7847,7817.25,119,0.7018152151743830307974709362,2019
0.05,true,NQM9,midnight,true,0bf3b03454f7ca99f1ba,R04,2019-05-10,7588.75,7597.5,7553.5,88,0.7045636509207365892714171337,2019
0.1,true,NQM9,prior_rth,true,0c2d2e419d84deb31ff9,R01,2019-04-12,7620.375,7634,7611.5,90,0.7070555971079531288955372725,2019
0.1,true,NQM9,prior_rth,true,0c2d2e419d84deb31ff9,R02,2019-04-12,7620.375,7634,7611.5,90,0.7070555971079531288955372725,2019
0.2,true,NQU9,opening_hour_rth,true,0c3dd91eb1cebb5a357c,R05,2019-06-20,7789.75,7794.5,7779,31,0.7075862068965517241379310345,2019
0.05,true,NQZ9,full_overnight,true,0c6de2dc428267f7e3c7,R03,2019-12-06,8324.125,8339.25,8317.25,88,0.701739499363597793805685193,2019
0.2,true,NQZ9,opening_hour_rth,true,0c7d1e957bb651b435f2,R05,2019-12-02,8311.25,8361.5,8299,125,0.7011235955056179775280898876,2019
0.05,true,NQZ9,prior_rth,true,0cb71717ddd279d7666a,R01,2019-09-17,7875.375,7880.25,7861.75,74,0.7044483985765124555160142349,2019
0.05,true,NQZ9,prior_rth,true,0cb71717ddd279d7666a,R02,2019-09-17,7875.375,7880.25,7861.75,74,0.7044483985765124555160142349,2019
0.2,true,NQZ9,full_overnight,true,0cc3f8e56c8732825a5b,R03,2019-10-28,8057.875,8062.25,8052.25,40,0.7061805890873973925639787542,2019
