relationship_id,control_family,allocation_method,bin_ratio,prominence_threshold,year,count,mean
R02,C01,uniform_bar_volume,0.2,1.5,2025,5,-0.12
R02,C01,uniform_bar_volume,0.2,1.5,2026,4,0.04166666666666666666666666668
R02,C01,uniform_bar_volume,0.2,2,2019,5,0.03333333333333333333333333334
R02,C01,uniform_bar_volume,0.2,2,2021,5,0.04666666666666666666666666664
R02,C01,uniform_bar_volume,0.2,2,2023,1,-0.0666666666666666666666666667
R02,C01,uniform_bar_volume,0.2,2,2025,1,-0.1333333333333333333333333333
R02,C01,uniform_bar_volume,0.2,2,2026,1,0.8
R02,C01,uniform_bar_volume,0.2,2.5,2019,2,-0.2333333333333333333333333334
R02,C01,uniform_bar_volume,0.2,2.5,2021,2,0.3833333333333333333333333333
R02,C02,tpo_range_occupancy,0.05,1.5,2019,4,-0.008333333333333333333333333325
R02,C02,tpo_range_occupancy,0.05,1.5,2021,5,-0.1466666666666666666666666666
R02,C02,tpo_range_occupancy,0.05,1.5,2023,2,-0.03333333333333333333333333334
R02,C02,tpo_range_occupancy,0.05,1.5,2025,3,-0.1555555555555555555555555555
R02,C02,tpo_range_occupancy,0.05,1.5,2026,1,0.06666666666666666666666666667
R02,C02,tpo_range_occupancy,0.05,2,2019,1,0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.05,2,2021,1,0
R02,C02,tpo_range_occupancy,0.05,2,2023,1,0.06666666666666666666666666667
R02,C02,tpo_range_occupancy,0.05,2,2025,1,-0.0333333333333333333333333334
R02,C02,tpo_range_occupancy,0.05,2.5,2019,1,0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.05,2.5,2021,2,-0.1166666666666666666666666666
R02,C02,tpo_range_occupancy,0.05,2.5,2025,1,-0.0333333333333333333333333334
R02,C02,tpo_range_occupancy,0.1,1.5,2019,4,-0.008333333333333333333333333325
R02,C02,tpo_range_occupancy,0.1,1.5,2021,3,-0.2
R02,C02,tpo_range_occupancy,0.1,1.5,2023,3,0.03333333333333333333333333333
R02,C02,tpo_range_occupancy,0.1,1.5,2025,3,-0.1555555555555555555555555555
R02,C02,tpo_range_occupancy,0.1,1.5,2026,3,-0.04444444444444444444444444443
R02,C02,tpo_range_occupancy,0.1,2,2019,1,0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.1,2,2021,1,0.06666666666666666666666666667
R02,C02,tpo_range_occupancy,0.1,2,2025,1,-0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.1,2.5,2019,1,0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.1,2.5,2021,2,-0.1166666666666666666666666666
R02,C02,tpo_range_occupancy,0.1,2.5,2025,1,-0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.2,1.5,2019,2,0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.2,1.5,2021,1,0.1666666666666666666666666667
R02,C02,tpo_range_occupancy,0.2,1.5,2023,1,0.5333333333333333333333333333
R02,C02,tpo_range_occupancy,0.2,1.5,2025,3,-0.1444444444444444444444444444
R02,C02,tpo_range_occupancy,0.2,2,2019,1,0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.2,2.5,2019,1,0.0666666666666666666666666667
R02,C02,tpo_range_occupancy,0.2,2.5,2021,1,-0.2
R02,C02,uniform_bar_volume,0.05,1.5,2019,5,-0.22
R02,C02,uniform_bar_volume,0.05,1.5,2021,11,0.04545454545454545454545454547
R02,C02,uniform_bar_volume,0.05,1.5,2023,7,-0.0142857142857142857142857143
R02,C02,uniform_bar_volume,0.05,1.5,2025,13,0
R02,C02,uniform_bar_volume,0.05,1.5,2026,6,0.07222222222222222222222222223
R02,C02,uniform_bar_volume,0.05,2,2019,4,-0.1666666666666666666666666667
R02,C02,uniform_bar_volume,0.05,2,2021,4,0.08333333333333333333333333335
R02,C02,uniform_bar_volume,0.05,2,2023,1,0.2
R02,C02,uniform_bar_volume,0.05,2,2025,5,-0.02000000000000000000000000002
R02,C02,uniform_bar_volume,0.05,2,2026,1,0.5
R02,C02,uniform_bar_volume,0.05,2.5,2019,2,-0.2666666666666666666666666666
R02,C02,uniform_bar_volume,0.05,2.5,2021,2,-0.1666666666666666666666666666
R02,C02,uniform_bar_volume,0.05,2.5,2023,1,0.2
R02,C02,uniform_bar_volume,0.05,2.5,2025,4,0.01666666666666666666666666668
R02,C02,uniform_bar_volume,0.1,1.5,2019,5,-0.22
R02,C02,uniform_bar_volume,0.1,1.5,2021,11,0.03636363636363636363636363638
R02,C02,uniform_bar_volume,0.1,1.5,2023,9,-0.04074074074074074074074074074
R02,C02,uniform_bar_volume,0.1,1.5,2025,7,-0.02380952380952380952380952383
R02,C02,uniform_bar_volume,0.1,1.5,2026,3,0.04444444444444444444444444447
R02,C02,uniform_bar_volume,0.1,2,2019,4,-0.1666666666666666666666666667
R02,C02,uniform_bar_volume,0.1,2,2021,4,0.0000000000000000000000000000425
R02,C02,uniform_bar_volume,0.1,2,2023,1,0.1666666666666666666666666666
R02,C02,uniform_bar_volume,0.1,2,2025,2,-0.05000000000000000000000000005
R02,C02,uniform_bar_volume,0.1,2.5,2019,2,-0.2666666666666666666666666666
R02,C02,uniform_bar_volume,0.1,2.5,2021,2,-0.09999999999999999999999999995
R02,C02,uniform_bar_volume,0.1,2.5,2025,1,0.0333333333333333333333333333
R02,C02,uniform_bar_volume,0.2,1.5,2019,5,-0.00666666666666666666666666666
R02,C02,uniform_bar_volume,0.2,1.5,2021,8,0.025
R02,C02,uniform_bar_volume,0.2,1.5,2023,6,0.03333333333333333333333333333
R02,C02,uniform_bar_volume,0.2,1.5,2025,4,-0.1
R02,C02,uniform_bar_volume,0.2,1.5,2026,2,0.15
R02,C02,uniform_bar_volume,0.2,2,2019,3,-0.1
R02,C02,uniform_bar_volume,0.2,2,2021,3,-0.2222222222222222222222222222
R02,C02,uniform_bar_volume,0.2,2,2023,1,0.2
R02,C02,uniform_bar_volume,0.2,2,2026,1,0.4
R02,C02,uniform_bar_volume,0.2,2.5,2019,2,-0.2666666666666666666666666666
R02,C02,uniform_bar_volume,0.2,2.5,2021,1,0
R03,C01,tpo_range_occupancy,0.05,1.5,2019,18,-0.05740740740740740740740740739
R03,C01,tpo_range_occupancy,0.05,1.5,2021,20,-0.02166666666666666666666666667
R03,C01,tpo_range_occupancy,0.05,1.5,2023,13,0.06153846153846153846153846153
R03,C01,tpo_range_occupancy,0.05,1.5,2025,16,-0.01041666666666666666666666667
R03,C01,tpo_range_occupancy,0.05,1.5,2026,7,0.0476190476190476190476190476
R03,C01,tpo_range_occupancy,0.05,2,2019,3,-0.03333333333333333333333333333
R03,C01,tpo_range_occupancy,0.05,2,2021,3,-0.1111111111111111111111111111
R03,C01,tpo_range_occupancy,0.05,2,2023,1,0
R03,C01,tpo_range_occupancy,0.05,2,2025,2,0
R03,C01,tpo_range_occupancy,0.05,2,2026,2,0.1333333333333333333333333333
R03,C01,tpo_range_occupancy,0.05,2.5,2019,5,-0.04
R03,C01,tpo_range_occupancy,0.05,2.5,2021,1,-0.4
R03,C01,tpo_range_occupancy,0.05,2.5,2023,1,0
R03,C01,tpo_range_occupancy,0.05,2.5,2026,1,0.2333333333333333333333333333
R03,C01,tpo_range_occupancy,0.1,1.5,2019,18,-0.06111111111111111111111111111
R03,C01,tpo_range_occupancy,0.1,1.5,2021,19,-0.01228070175438596491228070175
R03,C01,tpo_range_occupancy,0.1,1.5,2023,13,0.05641025641025641025641025641
R03,C01,tpo_range_occupancy,0.1,1.5,2025,13,-0.01282051282051282051282051282
R03,C01,tpo_range_occupancy,0.1,1.5,2026,4,-0.05
R03,C01,tpo_range_occupancy,0.1,2,2019,3,-0.03333333333333333333333333333
R03,C01,tpo_range_occupancy,0.1,2,2025,3,0.02222222222222222222222222223
R03,C01,tpo_range_occupancy,0.1,2,2026,1,0.1666666666666666666666666667
R03,C01,tpo_range_occupancy,0.1,2.5,2019,5,-0.04
R03,C01,tpo_range_occupancy,0.1,2.5,2026,1,0.1666666666666666666666666667
R03,C01,tpo_range_occupancy,0.2,1.5,2019,16,-0.07708333333333333333333333338
R03,C01,tpo_range_occupancy,0.2,1.5,2021,11,0.006060606060606060606060606073
R03,C01,tpo_range_occupancy,0.2,1.5,2023,14,0.01428571428571428571428571429
R03,C01,tpo_range_occupancy,0.2,1.5,2025,7,-0.05238095238095238095238095239
R03,C01,tpo_range_occupancy,0.2,1.5,2026,6,0.0388888888888888888888888889
R03,C01,tpo_range_occupancy,0.2,2,2019,4,-0.05
R03,C01,tpo_range_occupancy,0.2,2,2021,1,-0.03333333333333333333333333334
R03,C01,tpo_range_occupancy,0.2,2,2023,2,-0.1166666666666666666666666666
R03,C01,tpo_range_occupancy,0.2,2,2025,1,0.5
R03,C01,tpo_range_occupancy,0.2,2,2026,1,0
R03,C01,tpo_range_occupancy,0.2,2.5,2019,4,-0.04166666666666666666666666668
R03,C01,tpo_range_occupancy,0.2,2.5,2023,2,-0.1166666666666666666666666666
R03,C01,uniform_bar_volume,0.05,1.5,2019,31,-0.004301075268817204301075268806
R03,C01,uniform_bar_volume,0.05,1.5,2021,21,0.03333333333333333333333333334
R03,C01,uniform_bar_volume,0.05,1.5,2023,26,-0.01794871794871794871794871794
R03,C01,uniform_bar_volume,0.05,1.5,2025,30,-0.000000000000000000000000000006666666666666666666666666667
R03,C01,uniform_bar_volume,0.05,1.5,2026,11,-0.01818181818181818181818181818
R03,C01,uniform_bar_volume,0.05,2,2019,5,-0.07333333333333333333333333332
R03,C01,uniform_bar_volume,0.05,2,2021,3,0.2111111111111111111111111111
R03,C01,uniform_bar_volume,0.05,2,2023,4,-0.008333333333333333333333333335
R03,C01,uniform_bar_volume,0.05,2,2025,8,0.03333333333333333333333333334
R03,C01,uniform_bar_volume,0.05,2,2026,1,0.0333333333333333333333333333
R03,C01,uniform_bar_volume,0.05,2.5,2019,1,-0.03333333333333333333333333333
R03,C01,uniform_bar_volume,0.05,2.5,2023,2,-0.04999999999999999999999999998
R03,C01,uniform_bar_volume,0.05,2.5,2025,2,0
R03,C01,uniform_bar_volume,0.1,1.5,2019,30,0.001111111111111111111111111123
R03,C01,uniform_bar_volume,0.1,1.5,2021,18,0.1092592592592592592592592592
R03,C01,uniform_bar_volume,0.1,1.5,2023,26,-0.01794871794871794871794871794
R03,C01,uniform_bar_volume,0.1,1.5,2025,23,-0.01449275362318840579710144928
R03,C01,uniform_bar_volume,0.1,1.5,2026,2,0.1666666666666666666666666667
R03,C01,uniform_bar_volume,0.1,2,2019,5,-0.07333333333333333333333333332
R03,C01,uniform_bar_volume,0.1,2,2023,1,0.03333333333333333333333333333
R03,C01,uniform_bar_volume,0.1,2,2025,4,0.125
R03,C01,uniform_bar_volume,0.1,2.5,2019,1,-0.03333333333333333333333333333
R03,C01,uniform_bar_volume,0.1,2.5,2023,1,0.03333333333333333333333333333
R03,C01,uniform_bar_volume,0.2,1.5,2019,25,0.008000000000000000000000000008
R03,C01,uniform_bar_volume,0.2,1.5,2021,9,0.1703703703703703703703703703
R03,C01,uniform_bar_volume,0.2,1.5,2023,11,-0.05151515151515151515151515152
R03,C01,uniform_bar_volume,0.2,1.5,2025,9,0.174074074074074074074074074
R03,C01,uniform_bar_volume,0.2,1.5,2026,2,-0.0833333333333333333333333333
R03,C01,uniform_bar_volume,0.2,2,2019,5,-0.08666666666666666666666666666
R03,C01,uniform_bar_volume,0.2,2,2021,5,0.2133333333333333333333333334
R03,C01,uniform_bar_volume,0.2,2,2023,1,0.03333333333333333333333333333
R03,C01,uniform_bar_volume,0.2,2,2025,2,0.2
R03,C01,uniform_bar_volume,0.2,2.5,2019,1,-0.03333333333333333333333333333
R03,C01,uniform_bar_volume,0.2,2.5,2021,1,0.1
R03,C02,tpo_range_occupancy,0.05,1.5,2019,12,-0.02222222222222222222222222222
R03,C02,tpo_range_occupancy,0.05,1.5,2021,17,-0.000000000000000000000000000004117647058823529411764705882
R03,C02,tpo_range_occupancy,0.05,1.5,2023,10,0.11
R03,C02,tpo_range_occupancy,0.05,1.5,2025,13,0.005128205128205128205128205123
R03,C02,tpo_range_occupancy,0.05,1.5,2026,4,0.09166666666666666666666666668
R03,C02,tpo_range_occupancy,0.05,2,2019,3,-0.07777777777777777777777777777
R03,C02,tpo_range_occupancy,0.05,2,2021,3,-0.01111111111111111111111111113
R03,C02,tpo_range_occupancy,0.05,2,2023,1,0
R03,C02,tpo_range_occupancy,0.05,2,2025,2,-0.01666666666666666666666666666
R03,C02,tpo_range_occupancy,0.05,2,2026,2,0.06666666666666666666666666665
R03,C02,tpo_range_occupancy,0.05,2.5,2019,4,-0.04166666666666666666666666665
R03,C02,tpo_range_occupancy,0.05,2.5,2021,1,-0.2
R03,C02,tpo_range_occupancy,0.05,2.5,2023,1,0
R03,C02,tpo_range_occupancy,0.05,2.5,2026,1,-0.0333333333333333333333333334
R03,C02,tpo_range_occupancy,0.1,1.5,2019,12,-0.02777777777777777777777777778
R03,C02,tpo_range_occupancy,0.1,1.5,2021,15,0.01555555555555555555555555554
R03,C02,tpo_range_occupancy,0.1,1.5,2023,10,0.1
R03,C02,tpo_range_occupancy,0.1,1.5,2025,10,0.00666666666666666666666666667
R03,C02,tpo_range_occupancy,0.1,1.5,2026,4,-0.05
R03,C02,tpo_range_occupancy,0.1,2,2019,3,-0.07777777777777777777777777777
R03,C02,tpo_range_occupancy,0.1,2,2025,2,-0.01666666666666666666666666666
R03,C02,tpo_range_occupancy,0.1,2,2026,1,0
R03,C02,tpo_range_occupancy,0.1,2.5,2019,4,-0.04166666666666666666666666665
R03,C02,tpo_range_occupancy,0.1,2.5,2026,1,0
R03,C02,tpo_range_occupancy,0.2,1.5,2019,10,0.01
R03,C02,tpo_range_occupancy,0.2,1.5,2021,8,0.02500000000000000000000000001
R03,C02,tpo_range_occupancy,0.2,1.5,2023,5,-0.06000000000000000000000000002
R03,C02,tpo_range_occupancy,0.2,1.5,2025,6,-0.05555555555555555555555555553
R03,C02,tpo_range_occupancy,0.2,1.5,2026,5,-0.07999999999999999999999999998
R03,C02,tpo_range_occupancy,0.2,2,2019,3,-0.04444444444444444444444444443
R03,C02,tpo_range_occupancy,0.2,2,2021,1,-0.03333333333333333333333333334
R03,C02,tpo_range_occupancy,0.2,2,2023,1,0.03333333333333333333333333333
R03,C02,tpo_range_occupancy,0.2,2,2025,1,-0.0666666666666666666666666667
R03,C02,tpo_range_occupancy,0.2,2,2026,1,0
R03,C02,tpo_range_occupancy,0.2,2.5,2019,3,-0.05555555555555555555555555553
R03,C02,tpo_range_occupancy,0.2,2.5,2023,1,0.03333333333333333333333333333
R03,C02,uniform_bar_volume,0.05,1.5,2019,23,-0.02898550724637681159420289854
R03,C02,uniform_bar_volume,0.05,1.5,2021,16,0.01666666666666666666666666668
R03,C02,uniform_bar_volume,0.05,1.5,2023,20,-0.01166666666666666666666666666
R03,C02,uniform_bar_volume,0.05,1.5,2025,23,0.01159420289855072463768115941
R03,C02,uniform_bar_volume,0.05,1.5,2026,8,-0.04166666666666666666666666669
R03,C02,uniform_bar_volume,0.05,2,2019,3,-0.07777777777777777777777777777
R03,C02,uniform_bar_volume,0.05,2,2021,2,0.3166666666666666666666666667
R03,C02,uniform_bar_volume,0.05,2,2023,4,-0.008333333333333333333333333335
R03,C02,uniform_bar_volume,0.05,2,2025,6,0.03888888888888888888888888888
R03,C02,uniform_bar_volume,0.05,2,2026,1,-0.2
R03,C02,uniform_bar_volume,0.05,2.5,2023,2,-0.04999999999999999999999999998
R03,C02,uniform_bar_volume,0.05,2.5,2025,1,-0.2333333333333333333333333334
R03,C02,uniform_bar_volume,0.1,1.5,2019,22,-0.02424242424242424242424242424
R03,C02,uniform_bar_volume,0.1,1.5,2021,13,0.0358974358974358974358974359
R03,C02,uniform_bar_volume,0.1,1.5,2023,19,-0.03859649122807017543859649121
R03,C02,uniform_bar_volume,0.1,1.5,2025,17,0.05098039215686274509803921569
R03,C02,uniform_bar_volume,0.1,2,2019,3,-0.07777777777777777777777777777
R03,C02,uniform_bar_volume,0.1,2,2023,1,0.03333333333333333333333333333
R03,C02,uniform_bar_volume,0.1,2,2025,4,0.1416666666666666666666666667
R03,C02,uniform_bar_volume,0.1,2.5,2023,1,0.03333333333333333333333333333
R03,C02,uniform_bar_volume,0.2,1.5,2019,18,-0.001851851851851851851851851856
R03,C02,uniform_bar_volume,0.2,1.5,2021,3,0.0888888888888888888888888889
R03,C02,uniform_bar_volume,0.2,1.5,2023,6,-0.1222222222222222222222222222
