anchor,approach_side,arm,continued,continued_pct,evaluated_events,horizon_minutes,population,returned_inside,returned_inside_pct,session,threshold,underpowered
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,3,42.86,7,15,NONPOC,7,100,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,3,15,NONPOC,3,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,2,28.57,7,15,NONPOC,7,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,6,37.5,16,15,NONPOC,16,100,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,4,66.67,6,15,NONPOC,6,100,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,1,15,NONPOC,1,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,4,100,4,15,NONPOC,4,100,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,10,45.45,22,15,NONPOC,18,81.82,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,2,25,8,15,NONPOC,7,87.5,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,8,57.14,14,15,NONPOC,11,78.57,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,59,46.09,128,15,NONPOC,108,84.38,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,21.05,19,15,NONPOC,17,89.47,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,6,46.15,13,15,NONPOC,8,61.54,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,2,40,5,15,NONPOC,4,80,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,6,66.67,9,15,NONPOC,8,88.89,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,21,67.74,31,15,NONPOC,26,83.87,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,20,39.22,51,15,NONPOC,45,88.24,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,10,31.25,32,15,NONPOC,25,78.12,ALL_SESSIONS,3atr,false
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,21.05,19,15,NONPOC,17,89.47,ETH_EVENING,3atr,true
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,6,46.15,13,15,NONPOC,8,61.54,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,17,48.57,35,15,NONPOC,30,85.71,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,80,5,15,NONPOC,4,80,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,57.14,7,15,NONPOC,7,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,9,39.13,23,15,NONPOC,19,82.61,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,15,48.39,31,15,NONPOC,29,93.55,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,0,0,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,5,100,5,15,NONPOC,5,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,10,40,25,15,NONPOC,23,92,RTH_OPEN,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,20,5,15,NONPOC,5,100,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,0,0,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,0,0,1,15,NONPOC,1,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,33.33,3,15,NONPOC,3,100,RTH_OPEN,3atr,true
R05,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,16,64,25,15,NONPOC,19,76,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,2,66.67,3,15,NONPOC,2,66.67,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,2,50,4,15,NONPOC,4,100,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,12,66.67,18,15,NONPOC,13,72.22,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,61,57.01,107,15,NONPOC,92,85.98,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,7,43.75,16,15,NONPOC,12,75,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,4,44.44,9,15,NONPOC,5,55.56,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,50,10,15,NONPOC,9,90,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,6,50,12,15,NONPOC,11,91.67,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,12,57.14,21,15,NONPOC,18,85.71,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,27,69.23,39,15,NONPOC,37,94.87,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,11,44,25,15,NONPOC,17,68,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,7,43.75,16,15,NONPOC,12,75,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,4,44.44,9,15,NONPOC,5,55.56,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,17,56.67,30,15,NONPOC,28,93.33,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,25,4,15,NONPOC,4,100,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,0,0,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,2,50,4,15,NONPOC,4,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,13,61.9,21,15,NONPOC,20,95.24,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,16,61.54,26,15,NONPOC,25,96.15,ALL_SESSIONS,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,60,5,15,NONPOC,4,80,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,33.33,3,15,NONPOC,3,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,2,50,4,15,NONPOC,4,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,10,71.43,14,15,NONPOC,14,100,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,83.33,6,15,NONPOC,5,83.33,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,1,15,NONPOC,1,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,4,100,4,15,NONPOC,3,75,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,12,60,20,15,NONPOC,17,85,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,42.86,7,15,NONPOC,7,100,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,8,66.67,12,15,NONPOC,9,75,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,66,47.83,138,15,NONPOC,120,86.96,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,6,35.29,17,15,NONPOC,15,88.24,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,8,44.44,18,15,NONPOC,12,66.67,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,2,40,5,15,NONPOC,2,40,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,5,41.67,12,15,NONPOC,12,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,17,50,34,15,NONPOC,29,85.29,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,28,53.85,52,15,NONPOC,50,96.15,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,TREATED,14,40,35,15,NONPOC,27,77.14,ALL_SESSIONS,3atr,false
R01,APPROACH_FROM_ABOVE,TREATED,6,35.29,17,15,NONPOC,15,88.24,ETH_EVENING,3atr,true
R01,APPROACH_FROM_ABOVE,TREATED,8,44.44,18,15,NONPOC,12,66.67,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,22,52.38,42,15,NONPOC,39,92.86,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_ABOVE,TREATED,0,0,1,15,NONPOC,0,0,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,4,80,5,15,NONPOC,5,100,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,3,33.33,9,15,NONPOC,7,77.78,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,15,55.56,27,15,NONPOC,27,100,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,13,41.94,31,15,NONPOC,28,90.32,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_ABOVE,TREATED,1,50,2,15,NONPOC,1,50,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,0,0,4,15,NONPOC,4,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,0,0,3,15,NONPOC,3,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,12,54.55,22,15,NONPOC,20,90.91,RTH_OPEN,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,2,33.33,6,15,NONPOC,6,100,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,0,0,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,1,50,2,15,NONPOC,2,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,1,33.33,3,15,NONPOC,3,100,RTH_OPEN,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,15,62.5,24,15,NONPOC,20,83.33,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,1,100,1,15,NONPOC,0,0,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,1,33.33,3,15,NONPOC,3,100,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,13,65,20,15,NONPOC,17,85,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,66,53.23,124,15,NONPOC,114,91.94,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,9,52.94,17,15,NONPOC,17,100,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,2,28.57,7,15,NONPOC,4,57.14,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,6,60,10,15,NONPOC,10,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,5,31.25,16,15,NONPOC,11,68.75,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,17,68,25,15,NONPOC,24,96,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,27,55.1,49,15,NONPOC,48,97.96,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,TREATED,11,45.83,24,15,NONPOC,21,87.5,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,TREATED,9,52.94,17,15,NONPOC,17,100,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,TREATED,2,28.57,7,15,NONPOC,4,57.14,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,24,63.16,38,15,NONPOC,35,92.11,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_BELOW,TREATED,2,66.67,3,15,NONPOC,3,100,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,2,66.67,3,15,NONPOC,1,33.33,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,4,80,5,15,NONPOC,5,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,16,59.26,27,15,NONPOC,26,96.3,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,13,39.39,33,15,NONPOC,32,96.97,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_BELOW,TREATED,4,57.14,7,15,NONPOC,7,100,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,0,0,3,15,NONPOC,2,66.67,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,1,16.67,6,15,NONPOC,6,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,8,47.06,17,15,NONPOC,17,100,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,4,57.14,7,15,NONPOC,7,100,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,0,0,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,1,100,1,15,NONPOC,1,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,3,60,5,15,NONPOC,5,100,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,14,63.64,22,15,NONPOC,19,86.36,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,3,33.33,9,15,NONPOC,7,77.78,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,11,84.62,13,15,NONPOC,12,92.31,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,137,49.46,277,15,POC,226,81.59,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,18,56.25,32,15,POC,21,65.62,ETH_EVENING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,15,60,25,15,POC,18,72,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,11,61.11,18,15,POC,13,72.22,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,9,37.5,24,15,POC,19,79.17,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,40,54.79,73,15,POC,57,78.08,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,44,41.9,105,15,POC,98,93.33,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,33,57.89,57,15,POC,39,68.42,ALL_SESSIONS,3atr,false
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,18,56.25,32,15,POC,21,65.62,ETH_EVENING,3atr,false
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,15,60,25,15,POC,18,72,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,18,45,40,15,POC,38,95,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,0,0,2,15,POC,2,100,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,37.5,8,15,POC,7,87.5,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,4,50,8,15,POC,8,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,11,50,22,15,POC,21,95.45,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,28,49.12,57,15,POC,50,87.72,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,60,5,15,POC,4,80,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,2,50,4,15,POC,3,75,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,5,55.56,9,15,POC,8,88.89,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,18,46.15,39,15,POC,35,89.74,RTH_OPEN,3atr,false
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,25,42.37,59,15,POC,54,91.53,ALL_SESSIONS,3atr,false
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,60,5,15,POC,4,80,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,50,2,15,POC,1,50,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,6,75,8,15,POC,7,87.5,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,15,34.09,44,15,POC,42,95.45,RTH_OPEN,3atr,false
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,33,51.56,64,15,POC,45,70.31,ALL_SESSIONS,3atr,false
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,5,83.33,6,15,POC,3,50,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,30,10,15,POC,8,80,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,25,52.08,48,15,POC,34,70.83,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,113,49.78,227,15,POC,200,88.11,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,9,39.13,23,15,POC,18,78.26,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,6,30,20,15,POC,15,75,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,2,40,5,15,POC,3,60,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,8,44.44,18,15,POC,16,88.89,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,35,49.3,71,15,POC,64,90.14,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,53,58.89,90,15,POC,84,93.33,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,15,34.88,43,15,POC,33,76.74,ALL_SESSIONS,3atr,false
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,9,39.13,23,15,POC,18,78.26,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,6,30,20,15,POC,15,75,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,32,66.67,48,15,POC,42,87.5,ALL_SESSIONS,3atr,false
