anchor,arm,bars_11-20_pct,bars_121+_pct,bars_1_pct,bars_21-60_pct,bars_2_pct,bars_3_pct,bars_4_pct,bars_5_pct,bars_6-10_pct,bars_61-120_pct,censored,censored_pct,events,median_bars,never_reached,never_reached_pct,p90_bars,population,reached,reached_pct,session,threshold,underpowered
R02,C01_NEUTRAL,28.57,0,42.86,0,14.29,0,14.29,0,0,0,0,0,7,2,0,0,16,NONPOC,7,100,RTH_MIDDAY,3atr,true
R02,C01_NEUTRAL,15.38,0,7.69,7.69,23.08,15.38,7.69,15.38,7.69,0,0,0,13,4,0,0,12,NONPOC,13,100,RTH_MORNING,3atr,true
R02,C01_NEUTRAL,8.93,0,25,5.36,17.86,7.14,16.07,5.36,14.29,0,0,0,56,4,0,0,12,NONPOC,56,100,RTH_OPEN,3atr,false
R03,C01_NEUTRAL,2.78,0,59.72,0.69,11.81,8.33,4.86,3.47,8.33,0,0,0,144,1,0,0,6,NONPOC,144,100,ALL_SESSIONS,3atr,false
R03,C01_NEUTRAL,0,0,16.67,0,16.67,33.33,16.67,0,16.67,0,0,0,6,3,0,0,4,NONPOC,6,100,RTH_AFTERNOON,3atr,true
R03,C01_NEUTRAL,0,0,26.67,0,20,13.33,13.33,20,6.67,0,0,0,15,3,0,0,5,NONPOC,15,100,RTH_MIDDAY,3atr,true
R03,C01_NEUTRAL,7.69,0,46.15,0,15.38,0,7.69,0,23.08,0,0,0,13,2,0,0,8,NONPOC,13,100,RTH_MORNING,3atr,true
R03,C01_NEUTRAL,2.73,0,68.18,0.91,10,7.27,2.73,1.82,6.36,0,0,0,110,1,0,0,5,NONPOC,110,100,RTH_OPEN,3atr,false
R04,C01_NEUTRAL,2.47,0,83.95,0,4.94,4.94,1.23,1.23,1.23,0,0,0,81,1,0,0,3,NONPOC,81,100,ALL_SESSIONS,3atr,false
R04,C01_NEUTRAL,0,0,66.67,0,16.67,16.67,0,0,0,0,0,0,6,1,0,0,2,NONPOC,6,100,RTH_AFTERNOON,3atr,true
R04,C01_NEUTRAL,20,0,40,0,20,0,0,20,0,0,0,0,5,2,0,0,5,NONPOC,5,100,RTH_MIDDAY,3atr,true
R04,C01_NEUTRAL,9.09,0,63.64,0,9.09,9.09,0,0,9.09,0,0,0,11,1,0,0,10,NONPOC,11,100,RTH_MORNING,3atr,true
R04,C01_NEUTRAL,0,0,93.22,0,1.69,3.39,1.69,0,0,0,0,0,59,1,0,0,1,NONPOC,59,100,RTH_OPEN,3atr,false
R05,C01_NEUTRAL,16.92,0,6.15,7.69,15.38,13.85,4.62,10.77,21.54,3.08,0,0,65,5,0,0,17,NONPOC,65,100,ALL_SESSIONS,3atr,false
R05,C01_NEUTRAL,0,0,33.33,16.67,16.67,0,0,16.67,16.67,0,0,0,6,5,0,0,6,NONPOC,6,100,RTH_MIDDAY,3atr,true
R05,C01_NEUTRAL,18.64,0,3.39,6.78,15.25,15.25,5.08,10.17,22.03,3.39,0,0,59,6,0,0,17,NONPOC,59,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,8.58,3.48,41.07,6.73,13.46,5.57,5.1,2.78,9.28,3.48,2,0.46,431,2,0,0,33,NONPOC,429,99.54,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,5.66,20.75,3.77,28.3,0,3.77,1.89,3.77,7.55,24.53,0,0,53,55,0,0,341,NONPOC,53,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,5.26,21.05,10.53,36.84,0,0,0,5.26,10.53,5.26,1,5.26,19,33,0,0,188,NONPOC,18,94.74,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,5.26,0,47.37,5.26,5.26,10.53,10.53,5.26,10.53,0,0,0,19,2,0,0,8,NONPOC,19,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,13.51,0,24.32,5.41,24.32,5.41,13.51,2.7,10.81,0,0,0,37,3,0,0,17,NONPOC,37,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,20.48,0,19.28,3.61,15.66,13.25,3.61,4.82,19.28,0,0,0,83,4,0,0,17,NONPOC,83,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,4.55,0,63.18,0.45,15.91,3.18,5,1.36,5.45,0.45,1,0.45,220,1,0,0,6,NONPOC,219,99.55,RTH_OPEN,3atr,false
R01,C02_ACTIVITY_MATCHED,5.48,20.55,5.48,30.14,0,2.74,1.37,4.11,8.22,19.18,2,2.74,73,52,0,0,328,NONPOC,71,97.26,ALL_SESSIONS,3atr,false
R01,C02_ACTIVITY_MATCHED,5.66,20.75,3.77,28.3,0,3.77,1.89,3.77,7.55,24.53,0,0,53,55,0,0,341,NONPOC,53,100,ETH_EVENING,3atr,false
R01,C02_ACTIVITY_MATCHED,5.26,21.05,10.53,36.84,0,0,0,5.26,10.53,5.26,1,5.26,19,33,0,0,188,NONPOC,18,94.74,ETH_OVERNIGHT,3atr,true
R01,C02_ACTIVITY_MATCHED,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,NONPOC,0,0,RTH_OPEN,3atr,true
R02,C02_ACTIVITY_MATCHED,21.43,0,27.38,2.38,13.1,8.33,5.95,3.57,16.67,1.19,0,0,84,4,0,0,15,NONPOC,84,100,ALL_SESSIONS,3atr,false
R02,C02_ACTIVITY_MATCHED,12.5,0,25,12.5,0,25,12.5,12.5,0,0,0,0,8,4,0,0,12,NONPOC,8,100,RTH_AFTERNOON,3atr,true
R02,C02_ACTIVITY_MATCHED,22.22,0,22.22,0,22.22,11.11,0,0,22.22,0,0,0,9,3,0,0,13,NONPOC,9,100,RTH_MIDDAY,3atr,true
R02,C02_ACTIVITY_MATCHED,46.15,0,15.38,0,7.69,7.69,0,0,23.08,0,0,0,13,10,0,0,17,NONPOC,13,100,RTH_MORNING,3atr,true
R02,C02_ACTIVITY_MATCHED,16.67,0,31.48,1.85,14.81,5.56,7.41,3.7,16.67,1.85,0,0,54,3,0,0,13,NONPOC,54,100,RTH_OPEN,3atr,false
R03,C02_ACTIVITY_MATCHED,2.27,0,61.36,0,20.45,3.79,7.58,1.52,3.03,0,0,0,132,1,0,0,4,NONPOC,132,100,ALL_SESSIONS,3atr,false
R03,C02_ACTIVITY_MATCHED,0,0,40,0,20,0,20,0,20,0,0,0,5,2,0,0,4,NONPOC,5,100,RTH_AFTERNOON,3atr,true
R03,C02_ACTIVITY_MATCHED,13.33,0,20,0,26.67,6.67,26.67,0,6.67,0,0,0,15,3,0,0,6,NONPOC,15,100,RTH_MIDDAY,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,33.33,0,33.33,22.22,0,11.11,0,0,0,0,9,2,0,0,3,NONPOC,9,100,RTH_MORNING,3atr,true
R03,C02_ACTIVITY_MATCHED,0.97,0,70.87,0,18.45,1.94,4.85,0.97,1.94,0,0,0,103,1,0,0,2,NONPOC,103,100,RTH_OPEN,3atr,false
R04,C02_ACTIVITY_MATCHED,1.27,0,78.48,0,10.13,2.53,3.8,1.27,2.53,0,0,0,79,1,0,0,3,NONPOC,79,100,ALL_SESSIONS,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,83.33,0,0,0,0,0,16.67,0,0,0,6,1,0,0,1,NONPOC,6,100,RTH_AFTERNOON,3atr,true
R04,C02_ACTIVITY_MATCHED,25,0,50,0,0,0,25,0,0,0,0,0,4,4,0,0,4,NONPOC,4,100,RTH_MIDDAY,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,85.71,0,0,0,0,14.29,0,0,0,0,7,1,0,0,1,NONPOC,7,100,RTH_MORNING,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,79.03,0,12.9,3.23,3.23,0,1.61,0,0,0,62,1,0,0,2,NONPOC,62,100,RTH_OPEN,3atr,false
R05,C02_ACTIVITY_MATCHED,17.46,0,11.11,7.94,19.05,12.7,4.76,4.76,22.22,0,0,0,63,5,0,0,18,NONPOC,63,100,ALL_SESSIONS,3atr,false
R05,C02_ACTIVITY_MATCHED,0,0,22.22,22.22,33.33,0,0,11.11,11.11,0,0,0,9,2,0,0,27,NONPOC,9,100,RTH_MIDDAY,3atr,true
R05,C02_ACTIVITY_MATCHED,20.37,0,9.26,5.56,16.67,14.81,5.56,3.7,24.07,0,0,0,54,6,0,0,18,NONPOC,54,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,8.87,4.66,42.13,6.87,10.42,6.21,4.66,2.66,9.76,3.1,3,0.67,451,2,0,0,35,NONPOC,448,99.33,ALL_SESSIONS,3atr,false
ALL_ANCHORS,TREATED,5.88,35.29,5.88,25.49,5.88,0,1.96,1.96,1.96,15.69,0,0,51,67,0,0,366,NONPOC,51,100,ETH_EVENING,3atr,false
ALL_ANCHORS,TREATED,28,12,12,24,0,0,0,4,4,16,0,0,25,22,0,0,113,NONPOC,25,100,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,TREATED,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,NONPOC,0,0,OUT_OF_SESSION,3atr,true
ALL_ANCHORS,TREATED,4.55,0,40.91,4.55,9.09,13.64,4.55,0,13.64,0,2,9.09,22,2,0,0,9,NONPOC,20,90.91,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,15.15,0,33.33,3.03,15.15,6.06,9.09,6.06,12.12,0,0,0,33,3,0,0,15,NONPOC,33,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,TREATED,18.68,0,21.98,7.69,10.99,13.19,6.59,5.49,13.19,2.2,0,0,91,4,0,0,20,NONPOC,91,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,3.07,0,63.16,1.32,11.84,4.82,4.39,1.32,10.09,0,0,0,228,1,0,0,7,NONPOC,228,100,RTH_OPEN,3atr,false
R01,TREATED,13.16,27.63,7.89,25,3.95,0,1.32,2.63,2.63,15.79,0,0,76,45,0,0,220,NONPOC,76,100,ALL_SESSIONS,3atr,false
R01,TREATED,5.88,35.29,5.88,25.49,5.88,0,1.96,1.96,1.96,15.69,0,0,51,67,0,0,366,NONPOC,51,100,ETH_EVENING,3atr,false
R01,TREATED,28,12,12,24,0,0,0,4,4,16,0,0,25,22,0,0,113,NONPOC,25,100,ETH_OVERNIGHT,3atr,true
R02,TREATED,9.52,0,22.62,5.95,21.43,5.95,5.95,3.57,20.24,1.19,3,3.57,84,3,0,0,17,NONPOC,81,96.43,ALL_SESSIONS,3atr,false
R02,TREATED,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,NONPOC,0,0,OUT_OF_SESSION,3atr,true
R02,TREATED,0,0,28.57,14.29,0,0,0,0,28.57,0,2,28.57,7,7,0,0,9,NONPOC,5,71.43,RTH_AFTERNOON,3atr,true
R02,TREATED,22.22,0,22.22,11.11,22.22,11.11,0,11.11,0,0,0,0,9,3,0,0,19,NONPOC,9,100,RTH_MIDDAY,3atr,true
R02,TREATED,9.09,0,9.09,9.09,27.27,9.09,9.09,9.09,9.09,9.09,0,0,11,4,0,0,21,NONPOC,11,100,RTH_MORNING,3atr,true
R02,TREATED,8.93,0,25,3.57,23.21,5.36,7.14,1.79,25,0,0,0,56,3,0,0,12,NONPOC,56,100,RTH_OPEN,3atr,false
R03,TREATED,4.17,0,64.58,0.69,9.03,6.25,5.56,1.39,8.33,0,0,0,144,1,0,0,7,NONPOC,144,100,ALL_SESSIONS,3atr,false
R03,TREATED,12.5,0,37.5,0,12.5,25,12.5,0,0,0,0,0,8,3,0,0,4,NONPOC,8,100,RTH_AFTERNOON,3atr,true
R03,TREATED,15.38,0,46.15,0,7.69,0,15.38,0,15.38,0,0,0,13,2,0,0,7,NONPOC,13,100,RTH_MIDDAY,3atr,true
R03,TREATED,8.33,0,58.33,0,0,16.67,8.33,0,8.33,0,0,0,12,1,0,0,4,NONPOC,12,100,RTH_MORNING,3atr,true
R03,TREATED,1.8,0,69.37,0.9,9.91,4.5,3.6,1.8,8.11,0,0,0,111,1,0,0,6,NONPOC,111,100,RTH_OPEN,3atr,false
R04,TREATED,1.23,0,80.25,0,4.94,6.17,4.94,0,2.47,0,0,0,81,1,0,0,3,NONPOC,81,100,ALL_SESSIONS,3atr,false
R04,TREATED,0,0,57.14,0,14.29,14.29,0,0,14.29,0,0,0,7,1,0,0,3,NONPOC,7,100,RTH_AFTERNOON,3atr,true
R04,TREATED,25,0,50,0,0,0,25,0,0,0,0,0,4,4,0,0,4,NONPOC,4,100,RTH_MIDDAY,3atr,true
R04,TREATED,0,0,66.67,0,0,11.11,11.11,0,11.11,0,0,0,9,1,0,0,4,NONPOC,9,100,RTH_MORNING,3atr,true
R04,TREATED,0,0,86.89,0,4.92,4.92,3.28,0,0,0,0,0,61,1,0,0,2,NONPOC,61,100,RTH_OPEN,3atr,false
R05,TREATED,22.73,0,10.61,9.09,13.64,13.64,4.55,7.58,16.67,1.52,0,0,66,6,0,0,20,NONPOC,66,100,ALL_SESSIONS,3atr,false
R05,TREATED,0,0,14.29,0,28.57,14.29,0,14.29,28.57,0,0,0,7,3,0,0,9,NONPOC,7,100,RTH_MIDDAY,3atr,true
R05,TREATED,25.42,0,10.17,10.17,11.86,13.56,5.08,6.78,15.25,1.69,0,0,59,6,0,0,23,NONPOC,59,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,7.95,2.05,50.27,6.03,10.27,5.48,3.42,2.47,9.32,2.74,0,0,730,1,0,0,23,POC,730,100,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C01_NEUTRAL,10.13,16.46,10.13,20.25,8.86,2.53,1.27,3.8,10.13,16.46,0,0,79,25,0,0,183,POC,79,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,24.24,3.03,9.09,27.27,6.06,0,0,3.03,15.15,12.12,0,0,33,16,0,0,64,POC,33,100,ETH_OVERNIGHT,3atr,false
ALL_ANCHORS,C01_NEUTRAL,9.52,0,38.1,0,14.29,9.52,14.29,4.76,9.52,0,0,0,21,2,0,0,10,POC,21,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C01_NEUTRAL,22.58,3.23,19.35,16.13,19.35,0,3.23,6.45,9.68,0,0,0,31,6,0,0,26,POC,31,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,C01_NEUTRAL,17.28,0,17.28,7.41,9.88,12.96,7.41,3.7,22.22,1.85,0,0,162,5,0,0,19,POC,162,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,1.24,0,77.72,0.5,10.15,3.71,1.98,1.24,3.47,0,0,0,404,1,0,0,3,POC,404,100,RTH_OPEN,3atr,false
R01,C01_NEUTRAL,14.29,12.5,9.82,22.32,8.04,1.79,0.89,3.57,11.61,15.18,0,0,112,24,0,0,141,POC,112,100,ALL_SESSIONS,3atr,false
R01,C01_NEUTRAL,10.13,16.46,10.13,20.25,8.86,2.53,1.27,3.8,10.13,16.46,0,0,79,25,0,0,183,POC,79,100,ETH_EVENING,3atr,false
R01,C01_NEUTRAL,24.24,3.03,9.09,27.27,6.06,0,0,3.03,15.15,12.12,0,0,33,16,0,0,64,POC,33,100,ETH_OVERNIGHT,3atr,false
R02,C01_NEUTRAL,9.82,0,36.61,4.46,10.71,11.61,8.04,3.57,15.18,0,0,0,112,3,0,0,12,POC,112,100,ALL_SESSIONS,3atr,false
R02,C01_NEUTRAL,0,0,11.11,0,22.22,22.22,22.22,0,22.22,0,0,0,9,3,0,0,9,POC,9,100,RTH_AFTERNOON,3atr,true
R02,C01_NEUTRAL,44.44,0,22.22,22.22,0,0,0,11.11,0,0,0,0,9,12,0,0,22,POC,9,100,RTH_MIDDAY,3atr,true
R02,C01_NEUTRAL,17.39,0,17.39,4.35,0,13.04,13.04,0,34.78,0,0,0,23,6,0,0,14,POC,23,100,RTH_MORNING,3atr,true
R02,C01_NEUTRAL,4.23,0,47.89,2.82,14.08,11.27,5.63,4.23,9.86,0,0,0,71,2,0,0,9,POC,71,100,RTH_OPEN,3atr,false
R03,C01_NEUTRAL,5.23,0,72.67,0,11.05,2.91,2.33,2.33,3.49,0,0,0,172,1,0,0,5,POC,172,100,ALL_SESSIONS,3atr,false
R03,C01_NEUTRAL,28.57,0,42.86,0,0,0,14.29,14.29,0,0,0,0,7,4,0,0,11,POC,7,100,RTH_AFTERNOON,3atr,true
R03,C01_NEUTRAL,40,0,20,0,20,0,0,0,20,0,0,0,5,6,0,0,14,POC,5,100,RTH_MIDDAY,3atr,true
R03,C01_NEUTRAL,30,0,40,0,10,0,0,10,10,0,0,0,10,5,0,0,11,POC,10,100,RTH_MORNING,3atr,true
R03,C01_NEUTRAL,1.33,0,78,0,11.33,3.33,2,1.33,2.67,0,0,0,150,1,0,0,3,POC,150,100,RTH_OPEN,3atr,false
R04,C01_NEUTRAL,0.51,0,86.87,0,9.09,1.01,0.51,0,2.02,0,0,0,198,1,0,0,2,POC,198,100,ALL_SESSIONS,3atr,false
R04,C01_NEUTRAL,0,0,75,0,25,0,0,0,0,0,0,0,4,1,0,0,1,POC,4,100,RTH_AFTERNOON,3atr,true
R04,C01_NEUTRAL,20,0,20,0,60,0,0,0,0,0,0,0,5,2,0,0,2,POC,5,100,RTH_MIDDAY,3atr,true
R04,C01_NEUTRAL,0,0,83.33,0,0,0,0,0,16.67,0,0,0,6,1,0,0,1,POC,6,100,RTH_MORNING,3atr,true
R04,C01_NEUTRAL,0,0,89.07,0,7.65,1.09,0.55,0,1.64,0,0,0,183,1,0,0,2,POC,183,100,RTH_OPEN,3atr,false
R05,C01_NEUTRAL,15.44,0.74,13.24,10.29,12.5,13.24,7.35,4.41,20.59,2.21,0,0,136,5,0,0,23,POC,136,100,ALL_SESSIONS,3atr,false
R05,C01_NEUTRAL,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R05,C01_NEUTRAL,0,8.33,16.67,25,16.67,0,8.33,8.33,16.67,0,0,0,12,8,0,0,26,POC,12,100,RTH_MIDDAY,3atr,true
R05,C01_NEUTRAL,17.07,0,12.2,8.94,12.2,14.63,7.32,4.07,21.14,2.44,0,0,123,5,0,0,21,POC,123,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,8.16,2.08,47.57,6.77,6.25,5.38,4.69,3.12,12.5,3.12,2,0.35,576,2,0,0,28,POC,574,99.65,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,12.7,15.87,7.94,23.81,3.17,3.17,3.17,4.76,11.11,14.29,0,0,63,28,0,0,161,POC,63,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,3.7,7.41,11.11,29.63,3.7,0,0,0,22.22,18.52,1,3.7,27,24,0,0,98,POC,26,96.3,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,5.26,0,26.32,5.26,5.26,5.26,10.53,21.05,15.79,0,1,5.26,19,5,0,0,10,POC,18,94.74,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,31.03,0,13.79,13.79,10.34,3.45,6.9,3.45,13.79,3.45,0,0,29,7,0,0,33,POC,29,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,17.39,0,21.74,7.25,5.07,7.97,8.7,5.07,25.36,1.45,0,0,138,6,0,0,17,POC,138,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1.33,0,75.67,0.33,7.33,5.33,3,1,5.67,0.33,0,0,300,1,0,0,4,POC,300,100,RTH_OPEN,3atr,false
R01,C02_ACTIVITY_MATCHED,10,13.33,8.89,25.56,3.33,2.22,2.22,3.33,14.44,15.56,1,1.11,90,26,0,0,153,POC,89,98.89,ALL_SESSIONS,3atr,false
R01,C02_ACTIVITY_MATCHED,12.7,15.87,7.94,23.81,3.17,3.17,3.17,4.76,11.11,14.29,0,0,63,28,0,0,161,POC,63,100,ETH_EVENING,3atr,false
R01,C02_ACTIVITY_MATCHED,3.7,7.41,11.11,29.63,3.7,0,0,0,22.22,18.52,1,3.7,27,24,0,0,98,POC,26,96.3,ETH_OVERNIGHT,3atr,true
R02,C02_ACTIVITY_MATCHED,13.48,0,33.71,4.49,12.36,6.74,7.87,4.49,14.61,1.12,1,1.12,89,3,0,0,15,POC,88,98.88,ALL_SESSIONS,3atr,false
R02,C02_ACTIVITY_MATCHED,11.11,0,11.11,0,0,11.11,22.22,22.22,11.11,0,1,11.11,9,5,0,0,7,POC,8,88.89,RTH_AFTERNOON,3atr,true
R02,C02_ACTIVITY_MATCHED,50,0,10,20,0,0,10,10,0,0,0,0,10,17,0,0,33,POC,10,100,RTH_MIDDAY,3atr,true
R02,C02_ACTIVITY_MATCHED,23.53,0,41.18,5.88,5.88,0,5.88,5.88,11.76,0,0,0,17,4,0,0,13,POC,17,100,RTH_MORNING,3atr,true
R02,C02_ACTIVITY_MATCHED,3.77,0,39.62,1.89,18.87,9.43,5.66,0,18.87,1.89,0,0,53,2,0,0,8,POC,53,100,RTH_OPEN,3atr,false
R03,C02_ACTIVITY_MATCHED,1.59,0,70.63,1.59,7.94,3.17,3.17,3.17,8.73,0,0,0,126,1,0,0,6,POC,126,100,ALL_SESSIONS,3atr,false
R03,C02_ACTIVITY_MATCHED,0,0,40,20,20,0,0,0,20,0,0,0,5,2,0,0,10,POC,5,100,RTH_AFTERNOON,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,25,0,25,0,0,0,50,0,0,0,4,6,0,0,6,POC,4,100,RTH_MIDDAY,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,46.15,7.69,7.69,0,7.69,7.69,23.08,0,0,0,13,2,0,0,6,POC,13,100,RTH_MORNING,3atr,true
R03,C02_ACTIVITY_MATCHED,1.92,0,76.92,0,6.73,3.85,2.88,2.88,4.81,0,0,0,104,1,0,0,4,POC,104,100,RTH_OPEN,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,83.54,0,3.8,5.06,1.9,1.27,4.43,0,0,0,158,1,0,0,3,POC,158,100,ALL_SESSIONS,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,25,0,0,0,0,50,25,0,0,0,4,5,0,0,5,POC,4,100,RTH_AFTERNOON,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,40,0,20,0,0,0,40,0,0,0,5,2,0,0,6,POC,5,100,RTH_MIDDAY,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,50,0,0,16.67,0,0,33.33,0,0,0,6,3,0,0,6,POC,6,100,RTH_MORNING,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,88.11,0,3.5,4.9,2.1,0,1.4,0,0,0,143,1,0,0,2,POC,143,100,RTH_OPEN,3atr,false
R05,C02_ACTIVITY_MATCHED,21.24,0,13.27,8.85,5.31,9.73,9.73,4.42,24.78,2.65,0,0,113,7,0,0,21,POC,113,100,ALL_SESSIONS,3atr,false
R05,C02_ACTIVITY_MATCHED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R05,C02_ACTIVITY_MATCHED,40,0,0,20,10,10,10,0,0,10,0,0,10,16,0,0,50,POC,10,100,RTH_MIDDAY,3atr,true
R05,C02_ACTIVITY_MATCHED,19.61,0,13.73,7.84,4.9,9.8,9.8,4.9,27.45,1.96,0,0,102,7,0,0,17,POC,102,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,6.3,2.88,50.41,7.4,7.81,5.07,3.29,3.97,9.45,3.15,2,0.27,730,1,0,0,30,POC,728,99.73,ALL_SESSIONS,3atr,false
ALL_ANCHORS,TREATED,6.17,19.75,6.17,23.46,3.7,2.47,3.7,2.47,14.81,17.28,0,0,81,36,0,0,218,POC,81,100,ETH_EVENING,3atr,false
ALL_ANCHORS,TREATED,12.5,9.38,9.38,34.38,3.12,0,0,3.12,9.38,12.5,2,6.25,32,30,0,0,115,POC,30,93.75,ETH_OVERNIGHT,3atr,false
ALL_ANCHORS,TREATED,4.55,0,40.91,0,22.73,9.09,9.09,0,13.64,0,0,0,22,2,0,0,6,POC,22,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,21.88,6.25,12.5,12.5,6.25,6.25,0,9.38,21.88,3.12,0,0,32,7,0,0,41,POC,32,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,TREATED,14.72,0,20.86,9.82,9.82,7.98,6.75,9.2,19.02,1.84,0,0,163,5,0,0,21,POC,163,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,1.25,0,78.25,1,7.5,4.5,2,2,3.25,0.25,0,0,400,1,0,0,3,POC,400,100,RTH_OPEN,3atr,false
R01,TREATED,7.96,16.81,7.08,26.55,3.54,1.77,2.65,2.65,13.27,15.93,2,1.77,113,30,0,0,164,POC,111,98.23,ALL_SESSIONS,3atr,false
